LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,summit_agreement,k4cluster,k11cluster,k4weights,k11weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest
3.037968,3.128733,2.43296,2.918386,3.793234,4.271887,1,1,1,22.444444444030523,3,6,0.856,1.000,3.083,2.676,4.033,-0.259,-0.845,1.104,ELT2peak07967,L3_High,0.484724042627084,ELT2peak07967,WBGene00012515,17692502,17695902,-,inside,-254,1172,Overlapping
4.038681,3.9575650000000002,4.065228,4.280956,7.382133,7.466123,1,1,1,12.166666666666666,3,9,0.967,1.000,3.998,4.173,7.424,-0.622,-0.531,1.154,ELT2peak07968,L3_High,3.7228932473803313,ELT2peak07968,WBGene00006685,17710040,17714377,-,overlapStart,-2420,107,Overlapping
1.222393,0.344648,1.847997,2.333424,3.184425,3.254814,0,0,1,3.5,4,10,0.997,1.000,0.784,2.091,3.220,-1.023,0.049,0.975,ELT2peak07976,Increasing,1.4862932606970003,ELT2peak07976,WBGene00005488,17765348,17766780,+,overlapStart,-1027,39,Overlapping
1.281286,0.471621,2.773996,3.111032,2.486987,2.769387,0,0,1,29.5,2,7,0.955,1.000,0.876,2.943,2.628,-1.143,0.713,0.430,ELT2peak07977,Larval,1.23932961793525,ELT2peak07977,WBGene00008127,17774187,17777227,-,overlapEnd,1817,72,Overlapping
1.527247,1.234465,2.333424,2.847997,6.022368,6.513548,0,0,1,1.5,3,11,0.576,1.000,1.381,2.591,6.268,-0.798,-0.323,1.122,ELT2peak07978,L3_High,6.4782771743050835,ELT2peak07978,WBGene00008128,17780448,17783639,-,overlapEnd,1431,139,Overlapping
1.892244,1.719892,2.9855,3.695994,3.720478,4.220048,1,0,1,107.75,4,8,0.841,1.000,1.806,3.341,3.970,-1.108,0.271,0.837,ELT2peak07980,Increasing,1.239211670887,ELT2peak07980,WBGene00013339,17871401,17879913,+,overlapStart,-4387,439,Overlapping
0.724893,0.467505,2.613532,1.9855,2.562936,2.321928,0,0,1,30.5,2,8,0.579,1.000,0.596,2.300,2.442,-1.152,0.506,0.646,ELT2peak07981,Larval,1.0550483459723334,ELT2peak07981,WBGene00007394,17879844,17888984,-,inside,-100,4074,Overlapping
2.59323,2.579424,2.918386,2.613532,3.862497,4.707986,1,0,1,23,3,9,0.912,1.000,2.586,2.766,4.285,-0.671,-0.478,1.149,ELT2peak07982,L3_High,0.8711329080900831,ELT2peak07982,WBGene00007394,17879844,17888984,-,overlapStart,-4743,99,Overlapping
0.415038,0,2.695994,2.226508,3.110424,2.862497,0,0,1,75.5,4,8,0.613,1.000,0.208,2.461,2.986,-1.136,0.390,0.746,ELT2peak07984,Increasing,2.1796114678560827,ELT2peak07984,WBGene00219445,17894785,17894985,+,overlapEnd,262,22,Overlapping
1.926937,1.415038,2.9855,2.82375,2.486987,2.649093,0,0,1,3,2,7,0.987,1.000,1.671,2.905,2.568,-1.114,0.821,0.293,ELT2peak07987,Larval,0.4066423552312502,ELT2peak07987,WBGene00008442,17921776,17924185,+,overlapStart,-1366,77,Overlapping
0.559427,0.591915,1.695994,1.9855,2.669852,2.321928,0,0,1,96,4,10,0.922,1.000,0.576,1.841,2.496,-1.088,0.208,0.879,ELT2peak07988,Increasing,0.952811774031,ELT2peak07988,WBGene00001080,17936332,17949184,-,inside,-2918,2974,Overlapping
2.885357,2.289506,2.333424,2.226508,2.321928,1.032421,1,0,0,1,1,1,0.777,1.000,2.587,2.280,1.677,0.877,0.213,-1.089,ELT2peak07990,Embryo_Specific,0.21441007203525003,ELT2peak07990,WBGene00013355,17954054,17966847,-,inside,-4314,1650,Overlapping
2.944859,2.736965,3.526069,3.847997,5.491853,5.720478,1,1,1,7.88888888930281,4,11,0.549,1.000,2.841,3.687,5.606,-0.850,-0.252,1.102,ELT2peak07991,Increasing,2.007602869743249,ELT2peak07991,WBGene00013354,17968510,17980082,-,inside,-4194,1225,Overlapping
1.885357,2.078002,1.9855,2.333424,1.447459,0.862497,1,0,0,144.5,1,2,0.533,1.000,1.982,2.159,1.155,0.404,0.735,-1.139,ELT2peak07992,Embryo_Specific,0.2873383489440833,ELT2peak07992,WBGene00013343,18022479,18042353,+,inside,1174,7985,Overlapping
1.39927,1.321928,1.695994,1.226508,1.89812,2.398549,0,0,1,31,3,9,0.878,1.000,1.361,1.461,2.148,-0.691,-0.456,1.147,ELT2peak07993,L3_High,0.18379029650608322,ELT2peak07993,WBGene00013347,18070021,18081957,-,inside,-3430,2202,Overlapping
1.938599,1.777608,2.526069,2.333424,1.669851,2.769387,1,0,0,337.5,0,0,0.000,0.000,1.858,2.430,2.220,-1.076,0.901,0.175,ELT2peak07994,Not_Changing,0.08360379040758342,ELT2peak07994,WBGene00013349,18085630,18086225,-,overlapStart,-816,88,Overlapping
0.594361,0.129635,3.169925,3.226509,5.129283,5.052321,0,0,1,36,4,10,0.982,1.000,0.362,3.198,5.091,-1.060,0.132,0.927,ELT2peak07995,Increasing,5.664600578100333,ELT2peak07995,WBGene00007565,18157878,18159614,+,overlapStart,-777,249,Overlapping
0.889817,0.678072,2.829849,2.93546,5.520708,5.548997,0,1,1,7.25,4,11,0.908,1.000,0.784,2.883,5.535,-0.959,-0.077,1.036,ELT2peak07996,Increasing,5.668310786627998,ELT2peak07996,WBGene00008891,18191412,18194167,+,overlapStart,-1455,155,Overlapping
1.609416,1.762961,1.918386,2.333424,3.447459,3.769387,0,0,1,45.5,3,11,0.635,1.000,1.686,2.126,3.608,-0.782,-0.345,1.127,ELT2peak08001,L3_High,1.0143659489477501,ELT2peak08001,WBGene00011213,18238122,18240736,-,overlapEnd,991,458,Overlapping
0.942285,0.458106,2.111031,2.226508,3.669851,3.386058,0,0,1,47.5,4,10,0.991,1.000,0.700,2.169,3.528,-1.013,0.026,0.987,ELT2peak08002,Increasing,2.000052403297,ELT2peak08002,WBGene00011213,18238122,18240736,-,inside,-256,650,Overlapping
0.885357,0.567041,2.43296,2.773996,3.720478,4.110424,0,0,1,21,4,10,0.989,1.000,0.726,2.603,3.915,-1.054,0.118,0.936,ELT2peak08004,Increasing,2.5694629860123332,ELT2peak08004,WBGene00011207,18242339,18252416,-,inside,3484,1297,Overlapping
1.286523,1.415038,3.526069,3.655352,3.467359,3.801096,0,1,1,3.75,2,8,0.709,1.000,1.351,3.591,3.634,-1.155,0.561,0.594,ELT2peak08005,Larval,1.7055517226663333,ELT2peak08005,WBGene00011207,18242339,18252416,-,inside,2648,2080,Overlapping
2.837102,2.90689,4.280956,4.592158,4.939312,5.096116,0,1,1,3.25,4,8,0.801,1.000,2.872,4.437,5.018,-1.114,0.295,0.819,ELT2peak08006,Increasing,1.231616719482333,ELT2peak08006,WBGene00011207,18242339,18252416,-,inside,1106,3698,Overlapping
1.959358,1.514573,2.918386,3.169925,3.184425,3.816693,0,0,1,111.5,4,8,0.776,1.000,1.737,3.044,3.501,-1.118,0.310,0.808,ELT2peak08007,Increasing,0.8378853140257501,ELT2peak08007,WBGene00011207,18242339,18252416,-,inside,-2343,2347,Overlapping
0.774933,1.289507,3.111032,3.883621,2.669851,3.277534,0,0,1,23,2,7,0.984,1.000,1.032,3.497,2.974,-1.131,0.767,0.364,ELT2peak08008,Larval,1.6867096817590834,ELT2peak08008,WBGene00011207,18242339,18252416,-,inside,-3086,1693,Overlapping
2.353637,2.479168,4.017922,4.408712,4.805011,5.424739,1,1,1,260.8333333333333,4,10,0.912,1.000,2.416,4.213,5.115,-1.091,0.217,0.874,ELT2peak08009,Increasing,1.8872437301550826,ELT2peak08009,WBGene00011207,18242339,18252416,-,overlapStart,-4806,480,Overlapping
1.807355,1.798366,3.829849,3.613532,5.689045,6.086498,0,1,1,40.875,4,10,0.949,1.000,1.803,3.722,5.888,-0.979,-0.040,1.020,ELT2peak08010,Increasing,4.176718890896999,ELT2peak08010,WBGene00011212,18259270,18266370,-,overlapStart,-3682,208,Overlapping
1.835369,1.971431,2.070389,2.189034,3.669851,4.058894,0,0,1,2,3,9,0.898,1.000,1.903,2.130,3.864,-0.680,-0.469,1.148,ELT2peak08011,L3_High,1.1509464709515833,ELT2peak08011,WBGene00194695,18322336,18323327,-,overlapStart,-685,44,Overlapping
1.807355,1.798366,3.735522,3.655352,4.695386,4.590417,1,1,1,62.38888888806105,4,10,0.912,1.000,1.803,3.695,4.643,-1.091,0.218,0.873,ELT2peak08014,Increasing,2.0908946114655844,ELT2peak08014,WBGene00007440,18371846,18373528,+,overlapStart,-745,404,Overlapping
0.900464,1.415038,1.432959,1.111031,3.669851,4.147899,0,0,1,17.5,3,9,0.974,1.000,1.158,1.272,3.909,-0.614,-0.540,1.154,ELT2peak08015,L3_High,2.4224785148853334,ELT2peak08015,WBGene00013949,18410758,18412987,-,inside,-689,172,Overlapping
2.115477,2.093109,3.570463,3.773996,4.892244,5.025727,1,1,1,14,4,10,0.998,1.000,2.104,3.672,4.959,-1.031,0.066,0.966,ELT2peak08017,Increasing,2.043905856854083,ELT2peak08017,WBGene00013947,18462804,18465320,+,overlapStart,-1383,267,Overlapping
2.222392,1.777608,2.226508,1.9855,2.184425,2.184425,1,0,0,43,0,0,0.000,0.000,2.000,2.106,2.184,-1.046,0.099,0.947,ELT2peak08018,Not_Changing,0.008566546980333338,ELT2peak08018,WBGene00013083,18481131,18487258,-,overlapStart,-3884,213,Overlapping
2.946758,2.978938,5.358959,5.526069,6.246201,6.358351,1,1,1,25.666666666666668,4,8,0.773,1.000,2.963,5.443,6.302,-1.119,0.311,0.807,ELT2peak08020,Increasing,3.0066189225639994,ELT2peak08020,WBGene00013073,18516789,18523875,+,overlapStart,-3556,359,Overlapping
1.190684,1.192645,2.464668,1.263034,2.268489,2.347923,0,0,1,6.5,4,10,0.981,1.000,1.192,1.864,2.308,-1.061,0.135,0.926,ELT2peak08021,Increasing,0.3159918296715835,ELT2peak08021,WBGene00013075,18533924,18549129,+,overlapStart,-7707,138,Overlapping
0.981384,1.106915,3.847997,3.847997,4.884864,4.110424,0,0,1,16,4,8,0.611,1.000,1.044,3.848,4.498,-1.136,0.391,0.745,ELT2peak08022,Increasing,3.3683710482325835,ELT2peak08022,WBGene00044210,18571833,18573026,+,overlapEnd,1196,458,Overlapping
1.018859,1.142019,3.695994,3.952333,4.184424,4.032422,0,0,1,12.5,2,8,0.538,1.000,1.080,3.824,4.108,-1.151,0.490,0.660,ELT2peak08023,Larval,2.796252449916084,ELT2peak08023,WBGene00013080,18573056,18579784,-,inside,918,2053,Overlapping
1.444785,1.415037,2.280956,2.773996,4.74514,4.254814,0,1,1,24.25,4,11,0.710,1.000,1.430,2.527,4.500,-0.893,-0.187,1.080,ELT2peak08024,Increasing,2.420119061430332,ELT2peak08024,WBGene00013080,18573056,18579784,-,inside,-70,3024,Overlapping
2.959358,2.874469,4.060048,4.100977,5.925891,6.348326,1,1,1,11.333333333333334,4,11,0.721,1.000,2.917,4.081,6.137,-0.896,-0.183,1.079,ELT2peak08025,Increasing,2.658867596340334,ELT2peak08025,WBGene00013080,18573056,18579784,-,inside,-1221,1841,Overlapping
1.618321,1.341037,4.307428,3.613532,6.822498,7.067068,0,1,1,15.5,4,11,0.928,1.000,1.480,3.960,6.945,-0.968,-0.061,1.029,ELT2peak08026,Increasing,7.487966621371,ELT2peak08026,WBGene00013080,18573056,18579784,-,inside,-2162,856,Overlapping
2.096861,2,2.333424,2.111031,1.447459,1.447459,1,0,0,119.5,1,2,0.509,1.000,2.048,2.222,1.447,0.350,0.778,-1.128,ELT2peak08028,Embryo_Specific,0.16527306160224994,ELT2peak08028,WBGene00013082,18592754,18614101,+,inside,-1766,7881,Overlapping
3,3.1468410000000002,4.049631,4.280956,6.193414,6.534922,1,1,1,40,4,11,0.631,1.000,3.073,4.165,6.364,-0.872,-0.220,1.092,ELT2peak08030,Increasing,2.8093758039392487,ELT2peak08030,WBGene00013484,18701540,18706098,+,overlapStart,-2163,238,Overlapping
2.087463,1.652729,1.596458,1.663572,2.144532,2.769387,1,0,1,25.75,3,6,0.864,1.000,1.870,1.630,2.457,-0.272,-0.836,1.108,ELT2peak08031,L3_High,0.18098081004558333,ELT2peak08031,WBGene00012456,18716075,18719944,-,overlapStart,-2114,206,Overlapping
3.039528,3.380272,2.695994,2.480265,2.406817,2.669851,1,0,1,4,1,3,0.923,1.000,3.210,2.588,2.538,1.152,-0.510,-0.643,ELT2peak08033,Embryo_Specific,0.14001317314108347,ELT2peak08033,WBGene00013972,18732802,18734466,-,overlapStart,-1076,127,Overlapping
0.981384,0.978938,2.226508,2.111031,2.669851,2.525461,0,0,1,47.5,4,8,0.790,1.000,0.980,2.169,2.598,-1.116,0.302,0.814,ELT2peak08035,Increasing,0.702170645196583,ELT2peak08035,WBGene00012450,18787806,18789617,+,overlapStart,-857,347,Overlapping
3.911692,4.011972,4.526069,4.883621,6.775386,6.166277,1,1,1,19,4,11,0.517,1.000,3.962,4.705,6.471,-0.841,-0.265,1.106,ELT2peak08036,Increasing,1.6609758545585833,ELT2peak08036,WBGene00008307,18819766,18831422,+,inside,1162,4308,Overlapping
1.366782,1.270648,2.43296,2.111031,2.862497,3.032422,0,0,1,66.5,4,10,0.990,1.000,1.319,2.272,2.947,-1.052,0.113,0.939,ELT2peak08038,Increasing,0.6696339955427498,ELT2peak08038,WBGene00003655,18839310,18845401,+,inside,-477,1790,Overlapping
1.889817,1.719892,2.43296,2.111031,2.386058,2.254814,0,0,1,2.5,0,0,0.000,0.000,1.805,2.272,2.320,-1.151,0.490,0.660,ELT2peak08039,Not_Changing,0.08106524651058332,ELT2peak08039,WBGene00006945,18853127,18859221,-,inside,1126,1577,Overlapping
1,1.584963,1.111031,1.695994,3.277534,3.964035,0,0,1,1.5,3,9,0.970,1.000,1.292,1.404,3.621,-0.619,-0.535,1.154,ELT2peak08040,L3_High,1.7249363107923332,ELT2peak08040,WBGene00001258,18860287,18894974,-,inside,8865,8143,Overlapping
1.987927,1.666576,1.773996,1.773996,5.520708,5.928586,1,0,1,194.875,3,9,0.993,1.000,1.827,1.774,5.725,-0.566,-0.589,1.155,ELT2peak08041,L3_High,5.13336185925025,ELT2peak08041,WBGene00001258,18860287,18894974,-,inside,6528,10114,Overlapping
1.433897,1.02272,1.748461,1.613532,3.220048,3.110424,0,0,1,2,3,11,0.619,1.000,1.228,1.681,3.165,-0.786,-0.339,1.126,ELT2peak08042,L3_High,1.0265969098267502,ELT2peak08042,WBGene00001258,18860287,18894974,-,overlapStart,-17557,26,Overlapping
2.13993,1.900464,1.9855,2.111031,1.562936,1.862497,1,0,0,400.5,0,0,0.000,0.000,2.020,2.048,1.713,0.500,0.651,-1.151,ELT2peak08044,Not_Changing,0.034654204995583374,ELT2peak08044,WBGene00013587,18953118,18957317,-,overlapEnd,1831,502,Overlapping
2.381591,2.293731,2.93546,3.095924,4.643856,4.597206,1,1,1,17,4,11,0.520,1.000,2.338,3.016,4.621,-0.842,-0.264,1.105,ELT2peak08046,Increasing,1.3744549482969999,ELT2peak08046,WBGene00012701,18960969,18967842,-,overlapStart,-3578,244,Overlapping
1.922832,2,2.367371,1.695994,5.33823,5.506352,0,0,1,4,3,9,0.984,1.000,1.961,2.032,5.422,-0.595,-0.559,1.155,ELT2peak08047,L3_High,3.9131365244865823,ELT2peak08047,WBGene00012699,18970500,18977976,-,inside,-2493,1011,Overlapping
2.520073,2.701919,2.43296,1.695994,2.801096,2.832123,1,0,1,9.75,3,4,0.521,1.000,2.611,2.064,2.817,0.292,-1.114,0.821,ELT2peak08049,L3_High,0.15111053771658337,ELT2peak08049,WBGene00012698,18979336,18981193,-,overlapStart,-1029,268,Overlapping
1.922832,1.656046,3.198494,3.111031,4.07195,4.35435,1,1,1,33.333333333333336,4,10,0.997,1.000,1.789,3.155,4.213,-1.039,0.084,0.955,ELT2peak08050,Increasing,1.4764445618882507,ELT2peak08050,WBGene00012696,18986498,18990421,-,overlapStart,-2036,231,Overlapping
1.826464,1.900464,1.169925,1.280956,2.447459,2.769387,0,0,1,7.5,3,6,0.721,1.000,1.863,1.225,2.608,-0.051,-0.973,1.025,ELT2peak08051,L3_High,0.4791130822565835,ELT2peak08051,WBGene00012693,19001018,19001856,+,overlapStart,-283,108,Overlapping
1.69883,1.938599,5.111032,4.865919,5.424739,5.30544,0,0,1,16,2,8,0.508,1.000,1.819,4.988,5.365,-1.149,0.478,0.671,ELT2peak08053,Larval,3.7943330904569996,ELT2peak08053,WBGene00000214,19049461,19050825,-,overlapEnd,712,272,Overlapping
2.579944,2.270648,5.125981,4.9855,7.420918,8.024888,0,1,1,238,4,10,0.977,1.000,2.425,5.056,7.723,-0.998,-0.005,1.002,ELT2peak08054,Increasing,7.016272332572585,ELT2peak08054,WBGene00000214,19049461,19050825,-,overlapStart,-1173,83,Overlapping
2.807355,2.704544,2.695994,2.847997,2.032421,3.630681,0,0,1,1,0,0,0.000,0.000,2.756,2.772,2.832,-0.767,-0.364,1.131,ELT2peak08056,Not_Changing,0.0015866530830833446,ELT2peak08056,WBGene00006696,19060180,19067034,+,inside,-1489,1704,Overlapping
1.222393,1.415038,1.695994,1.9855,1.184425,1.862497,1,0,0,325.5,0,0,0.000,0.000,1.319,1.841,1.523,-0.921,1.064,-0.143,ELT2peak08057,Not_Changing,0.06918466875974993,ELT2peak08057,WBGene00003685,19076654,19082641,-,inside,-346,1899,Overlapping
2.736966,2.7176,6.802193,6.690976,6.027403,5.946419,1,1,1,3.3333333333333335,2,7,0.976,1.000,2.727,6.747,5.987,-1.136,0.746,0.390,ELT2peak08061,Larval,4.559510512148083,ELT2peak08061,WBGene00012668,19157659,19158877,-,overlapStart,-700,297,Overlapping
1.717157,1.749457,2.43296,2.526069,2.669852,2.862497,0,0,1,4.5,4,8,0.815,1.000,1.733,2.480,2.766,-1.112,0.287,0.825,ELT2peak08062,Increasing,0.28430247686875004,ELT2peak08062,WBGene00012665,19190547,19199080,+,overlapStart,-4527,81,Overlapping
4.058894,1.192645,3.38405,3.049631,3.110424,4.032422,0,0,1,15.5,4,10,0.962,1.000,2.626,3.217,3.571,-1.072,0.165,0.907,ELT2peak08063,Increasing,0.2282257030682503,ELT2peak08063,WBGene00012664,19201013,19203607,-,overlapEnd,1336,213,Overlapping
0.222392,0.071083,2.43296,2.43296,3.769387,3.562936,0,0,1,112.5,4,10,0.934,1.000,0.147,2.433,3.666,-1.084,0.197,0.887,ELT2peak08064,Increasing,3.1889907584807506,ELT2peak08064,WBGene00012664,19201013,19203607,-,inside,-6,927,Overlapping
1.325486,1.308122,4.049631,3.333424,6.417086,6.469827,0,1,1,27.75,4,10,0.941,1.000,1.317,3.692,6.443,-0.975,-0.049,1.024,ELT2peak08065,Increasing,6.582498463041584,ELT2peak08065,WBGene00012664,19201013,19203607,-,overlapStart,-1340,328,Overlapping
1.369234,1.234465,3.655352,3.695994,3.35435,3.732861,1,0,1,108.75,2,7,0.842,1.000,1.302,3.676,3.544,-1.153,0.626,0.527,ELT2peak08070,Larval,1.77965829954075,ELT2peak08070,WBGene00005653,19213685,19217138,-,overlapStart,-1872,388,Overlapping
0.859822,0.66015,4.307428,4.408712,4.417085,3.949959,0,1,1,14.25,2,7,0.831,1.000,0.760,4.358,4.184,-1.154,0.620,0.534,ELT2peak08071,Larval,4.116212369775999,ELT2peak08071,WBGene00012067,19230765,19232020,+,overlapStart,-785,94,Overlapping
1.61471,2.668794,3.333424,3.9855,3.506353,3.562936,0,0,1,3,2,7,0.881,1.000,2.142,3.659,3.535,-1.152,0.650,0.502,ELT2peak08073,Larval,0.709862094827083,ELT2peak08073,WBGene00008068,19320624,19321203,+,overlapStart,-448,81,Overlapping
2.91427,3.174029,3.408712,3.754888,6.138621,6.513548,1,1,1,18.222222222636145,3,9,0.808,1.000,3.044,3.582,6.326,-0.723,-0.418,1.141,ELT2peak08076,L3_High,3.098543803552584,ELT2peak08076,WBGene00012810,19377444,19381031,+,overlapStart,-2045,35,Overlapping
1.415037,1.540568,1.613532,0.847997,1.862497,1.184425,1,0,0,110,0,0,0.000,0.000,1.478,1.231,1.523,0.426,-1.143,0.716,ELT2peak08077,Not_Changing,0.02479728552975002,ELT2peak08077,WBGene00012811,19384887,19390120,-,inside,1640,469,Overlapping
2.058894,1.607682,0.400538,0.263034,2.032422,0.447459,1,0,0,98.5,1,3,0.631,1.000,1.833,0.332,1.240,0.923,-1.062,0.139,ELT2peak08078,Embryo_Specific,0.5718856846050833,ELT2peak08078,WBGene00012811,19384887,19390120,-,overlapStart,-2846,238,Overlapping
0.866249,1.125531,3.695994,3.773996,3.506353,3.669851,0,0,1,8.5,2,7,0.839,1.000,0.996,3.735,3.588,-1.153,0.624,0.529,ELT2peak08081,Larval,2.373972801236333,ELT2peak08081,WBGene00007726,19403530,19405326,-,inside,231,422,Overlapping
0.868755,0.891475,4.049631,4.111032,5.321928,5.971021,0,0,1,13,4,10,0.904,1.000,0.880,4.080,5.646,-1.093,0.224,0.869,ELT2peak08082,Increasing,5.902062071093583,ELT2peak08082,WBGene00044291,19405685,19406394,+,overlapStart,-431,158,Overlapping
0.859822,0.49304,2.695994,2.111031,2.862497,2.562936,0,0,1,125,4,8,0.521,1.000,0.676,2.404,2.713,-1.143,0.431,0.712,ELT2peak08083,Increasing,1.2041460431280833,ELT2peak08083,WBGene00007725,19407739,19410857,-,inside,576,436,Overlapping
1.182864,1.358454,3.408712,3.754888,4.123024,4.506352,0,1,1,18.5,4,8,0.737,1.000,1.271,3.582,4.315,-1.124,0.331,0.792,ELT2peak08084,Increasing,2.524101682544334,ELT2peak08084,WBGene00007725,19407739,19410857,-,overlapStart,-1696,225,Overlapping
1.600904,1.63743,2.049631,1.526069,3.084889,3.506352,0,0,1,10.5,3,9,0.919,1.000,1.619,1.788,3.296,-0.666,-0.484,1.150,ELT2peak08085,L3_High,0.85205369547025,ELT2peak08085,WBGene00007728,19416633,19418004,+,overlapStart,-634,299,Overlapping
1.078003,1.270648,3.655352,4.169925,3.254814,3.720478,0,0,1,3.5,2,7,0.957,1.000,1.174,3.913,3.488,-1.143,0.716,0.427,ELT2peak08086,Larval,2.1717380744575827,ELT2peak08086,WBGene00050967,19418212,19418911,+,overlapStart,-435,149,Overlapping
1.444785,1.16711,3.049631,2.526069,3.695386,3.769387,0,0,1,10.5,4,10,0.974,1.000,1.306,2.788,3.732,-1.065,0.146,0.919,ELT2peak08088,Increasing,1.4959650733432501,ELT2peak08088,WBGene00045411,19432441,19433072,-,overlapEnd,494,161,Overlapping
0.970854,1.192645,2.613532,3.333424,2.769387,3.220048,0,0,1,18,2,8,0.725,1.000,1.082,2.973,2.995,-1.155,0.568,0.587,ELT2peak08089,Larval,1.2064224005160835,ELT2peak08089,WBGene00045411,19432441,19433072,-,overlapStart,-506,65,Overlapping
1.31259,1.537028,1.9855,2.43296,2.254814,3.295456,0,0,1,4,4,10,0.992,1.000,1.425,2.209,2.775,-1.049,0.107,0.942,ELT2peak08091,Increasing,0.45982418009033343,ELT2peak08091,WBGene00045461,19436484,19437217,+,overlapStart,-252,249,Overlapping
1.563429,1.678072,2.695994,3.111032,3.386058,3.769387,0,0,1,114,4,10,0.927,1.000,1.621,2.904,3.578,-1.086,0.204,0.882,ELT2peak08092,Increasing,0.9882962483467501,ELT2peak08092,WBGene00010850,19437899,19445605,-,overlapEnd,4040,271,Overlapping
1.222392,1.552541,2.613532,2.9855,3.669851,3.884864,0,0,1,18.5,4,10,0.987,1.000,1.387,2.800,3.777,-1.055,0.120,0.934,ELT2peak08093,Increasing,1.44360613024225,ELT2peak08093,WBGene00010850,19437899,19445605,-,inside,-2028,1570,Overlapping
2.13493,2.234465,2.695994,3.333424,5.669851,5.981438,1,0,1,235,3,11,0.637,1.000,2.185,3.015,5.826,-0.781,-0.346,1.127,ELT2peak08094,L3_High,3.6411287553502496,ELT2peak08094,WBGene00010850,19437899,19445605,-,overlapStart,-3748,478,Overlapping
3.096861,2.56704,3.280956,2.847997,4.928586,5.30544,0,0,1,30.5,3,9,0.917,1.000,2.832,3.064,5.117,-0.667,-0.482,1.150,ELT2peak08095,L3_High,1.5814141755690834,ELT2peak08095,WBGene00206418,19449738,19450914,+,overlapStart,-488,235,Overlapping
0.835369,0.851137,2.847997,3.111032,4.321928,4.720478,0,0,1,37,4,10,0.992,1.000,0.843,2.980,4.521,-1.049,0.107,0.942,ELT2peak08096,Increasing,3.4112888049857495,ELT2peak08096,WBGene00206418,19449738,19450914,+,inside,304,10,Overlapping
1.222392,0.874469,0.789103,0.641546,3.220048,3.220048,0,0,1,3,3,6,0.971,1.000,1.048,0.715,3.220,-0.451,-0.695,1.146,ELT2peak08097,L3_High,1.850086997499083,ELT2peak08097,WBGene00012823,19456017,19457300,+,overlapStart,-672,208,Overlapping
0.27486,0.929611,1.333424,1.613532,2.669852,2.599462,0,0,1,49.5,4,11,0.884,1.000,0.602,1.473,2.635,-0.949,-0.095,1.044,ELT2peak08098,Increasing,1.03968955291825,ELT2peak08098,WBGene00195176,19457420,19458857,+,overlapStart,-643,264,Overlapping
0.900464,1.13493,1.9855,2.226508,2.184424,2.949959,0,0,1,28,4,8,0.853,1.000,1.018,2.106,2.567,-1.105,0.263,0.842,ELT2peak08099,Increasing,0.6330065403225832,ELT2peak08099,WBGene00195176,19457420,19458857,+,overlapEnd,456,303,Overlapping
1.010888,0.830075,2.333424,2.111031,3.254814,2.862497,0,0,1,67,4,10,0.976,1.000,0.920,2.222,3.059,-1.064,0.144,0.920,ELT2peak08101,Increasing,1.160990416996,ELT2peak08101,WBGene00195177,19462912,19463759,+,overlapEnd,176,164,Overlapping
0.889817,1.476438,3.253989,3.480265,4.254814,4.590417,0,0,1,8,4,10,0.900,1.000,1.183,3.367,4.423,-1.094,0.228,0.867,ELT2peak08102,Increasing,2.7296987152960837,ELT2peak08102,WBGene00194815,19465854,19467648,-,overlapStart,-1015,25,Overlapping
1.222393,0.777608,1.613532,1.918386,3.184424,3.695386,0,0,1,3.5,4,11,0.574,1.000,1.000,1.766,3.440,-0.856,-0.243,1.099,ELT2peak08103,Increasing,1.55698693395975,ELT2peak08103,WBGene00012814,19503108,19519950,+,inside,7088,1093,Overlapping
2.600904,2.793549,2.333424,2.847997,3.506353,4.110424,0,0,1,4.5,3,9,0.988,1.000,2.697,2.591,3.808,-0.497,-0.655,1.151,ELT2peak08104,L3_High,0.45479439336399985,ELT2peak08104,WBGene00012813,19519925,19533110,-,overlapEnd,6420,379,Overlapping
2.54432,2.415037,2.918386,2.918386,3.032422,3.562936,1,0,0,19,4,10,0.997,1.000,2.480,2.918,3.298,-1.023,0.048,0.975,ELT2peak08105,Increasing,0.16757537806758338,ELT2peak08105,WBGene00012813,19519925,19533110,-,inside,4718,1479,Overlapping
2.115477,2.48375,3.735522,4.033863,4.220048,4.971021,1,1,1,34,4,10,0.874,1.000,2.300,3.885,4.596,-1.101,0.248,0.853,ELT2peak08106,Increasing,1.3815041705743336,ELT2peak08106,WBGene00012813,19519925,19533110,-,inside,3572,2625,Overlapping
1.13493,1.321928,3.526069,2.918386,3.99178,4.032422,0,0,1,26.5,4,8,0.827,1.000,1.228,3.222,4.012,-1.110,0.280,0.830,ELT2peak08107,Increasing,2.057993734698084,ELT2peak08107,WBGene00012813,19519925,19533110,-,inside,1575,4684,Overlapping
1.321928,1.192645,3.049631,3.226509,2.862497,3.720478,0,0,1,10,2,8,0.583,1.000,1.257,3.138,3.291,-1.152,0.508,0.644,ELT2peak08108,Larval,1.283142868596583,ELT2peak08108,WBGene00012813,19519925,19533110,-,inside,-81,6169,Overlapping
