WBGeneID,Sequence.name,Public_name,tintori_2Ep_p.value,tintori_2Ep_log.CPM,tintori_2Ep_log.FC,pauli_L4_percentile,pauli_L4_pvalue,pauli_L4_description,spencer_LE_AveExpr,spencer_LE_adj_P_Val,spencer_LE_FC,spencer_L2_AveExpr,spencer_L2_adj_P_Val,spencer_L2_FC,tintori_2Ep_bool,hashimshony_embryo_bool,pauli_L4_bool,spencer_LE_bool,spencer_L2_bool
WBGene00010811,M01F1.5,hmit-1.3,NA,NA,NA,NA,NA,NA,8.46,0,3.59,8.46,0,2.58,FALSE,FALSE,FALSE,TRUE,TRUE
WBGene00010812,M01F1.6,mrpl-35,0.493656082834308,4.54364026082811,-4.06712121965568,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010813,M01F1.7,pitp-1,NA,NA,NA,0.695084727,1.16794e-5,retinal degeneration B protein (probable calcium transporter RDGB),NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00010814,M01F1.8,M01F1.8,0.263234985790264,4.50777595663284,-5.84686502424825,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010815,M01F1.9,M01F1.9,0.197636708126135,3.58305055288529,-5.99214277214518,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010817,M01G12.2,M01G12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010819,M01G12.5,M01G12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010820,M01G12.6,M01G12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010821,M01G12.7,M01G12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010822,M01G12.9,M01G12.9,0.737010885200717,2.88035833428329,-3.43456811947659,NA,NA,NA,9.42,0.01,2.34,9.42,0,3.78,FALSE,FALSE,FALSE,TRUE,TRUE
WBGene00010823,M01G12.10,M01G12.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010825,M01G12.14,M01G12.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010827,M02B1.2,txt-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010828,M02B1.3,M02B1.3,0.485163401156217,9.31631381901381,-0.444846266552915,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010829,M02B1.4,M02B1.4,0.529434878692498,3.04717327296985,-5.27228211217904,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010830,M02G9.1,M02G9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010831,M02G9.2,M02G9.2,NA,NA,NA,NA,NA,NA,8.34,0,3.62,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
WBGene00010832,M02G9.3,M02G9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010833,M03B6.1,M03B6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010834,M03B6.2,mct-3,0.542492157156021,2.35937141144624,-4.13379879207117,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010835,M03B6.3,M03B6.3,0.283069971174048,5.02690004276681,0.767872225678394,0.789287685,6.75636e-5,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00010836,M03B6.4,M03B6.4,0.687646666853561,8.32671650055072,-0.839024615885425,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010837,M03B6.5,M03B6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010838,M03C11.1,M03C11.1,0.79559105131565,1.72590461197328,-2.40120569910314,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010839,M03C11.2,chl-1,0.260601656723961,3.44537507031402,-5.81699536388964,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010840,M03C11.3,M03C11.3,0.243395895033792,2.58066874560129,-3.6203498793283,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010842,M03C11.5,ymel-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010843,M03C11.6,M03C11.6,0.128720164086509,3.64974975868569,2.20698077382966,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010844,M03C11.7,prp-3,0.490213393119715,6.52198660398955,-0.680761631262625,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010845,M03C11.8,M03C11.8,0.782720037818901,6.72108645380595,-0.314293032972358,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010846,M04B2.2,M04B2.2,0.305959536371493,3.67766729006023,1.49567137726332,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010847,M04B2.4,M04B2.4,0.846166634373958,3.43534034822762,-1.37603915359332,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010848,M04B2.6,M04B2.6,0.653188943276152,2.21497806034802,-3.83287737367567,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010849,M04B2.7,M04B2.7,0.386109884362169,1.84385437640515,1.03577793991348,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010850,M04C3.1,M04C3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
WBGene00010851,M04C3.2,M04C3.2,NA,NA,NA,0.81894541,2.89601e-6,NA,NA,NA,NA,8.09,0,2.49,FALSE,FALSE,TRUE,FALSE,TRUE
WBGene00010854,M04C7.3,M04C7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010855,M04C7.4,M04C7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010856,M04C9.1,M04C9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010857,M04C9.2,M04C9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010858,M04C9.3,M04C9.3,0.54558342862665,3.03972197051557,-5.26071095661161,NA,NA,NA,8.67,0,3.3,8.67,0,3.87,FALSE,FALSE,FALSE,TRUE,TRUE
WBGene00010859,M04C9.4,M04C9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010862,M04D8.4,M04D8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010863,M04D8.5,M04D8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010864,M04D8.6,xbx-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010865,M04D8.7,M04D8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010866,M04D8.8,M04D8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010867,M04G12.1,tag-260,NA,NA,NA,0.945878819,7.0649e-7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00010868,M04G12.4,somi-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010869,M05B5.1,M05B5.1,0.529682032136354,3.42178413082246,-5.2298727641301,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010870,M05B5.2,let-522,0.361432979005839,4.57277564665186,-7.16357055446809,NA,NA,NA,10.7,0,2.51,10.7,0.01,2.12,FALSE,FALSE,FALSE,TRUE,TRUE
WBGene00010871,M05B5.3,M05B5.3,0.906332670265943,3.13185028177747,-1.41079829785531,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010872,M05B5.4,M05B5.4,0.0423840443109459,9.19442261176643,-1.48330733797299,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010873,M05B5.6,trpa-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010874,M05D6.1,M05D6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010875,M05D6.2,M05D6.2,0.10632295592699,7.01963228851943,-2.23139506863653,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010876,M05D6.3,M05D6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010877,M05D6.4,lact-4,NA,NA,NA,0.965012696,5.94978e-8,esterase,9.19,0,2.95,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE
WBGene00010878,M05D6.5,M05D6.5,0.421265021352466,6.7555771456756,0.798507072620714,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010879,M05D6.6,taap-1,0.864213848207732,6.37815527464144,-0.669708340523152,0.921011485,3.84248e-6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00010880,M05D6.8,M05D6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010881,M05D6.9,M05D6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010882,M7.5,atg-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010883,M7.7,M7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010884,M7.8,M7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010885,M7.9,M7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010886,M7.10,M7.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010887,M7.12,M7.12,NA,NA,NA,0.890378504,1.16468e-4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00010888,M18.2,dlc-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010889,M18.3,M18.3,0.253755226824624,6.78112003573701,-1.58402352930009,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010890,M18.5,ddb-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010891,M18.6,M18.6,0.00423790494257903,7.18199515527536,-5.48383068145779,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010892,M18.8,dhhc-6,0.130842161378893,4.28246934646898,-4.06397493688944,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010893,M28.1,cutl-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010894,M28.2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010895,M28.4,M28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010896,M28.5,M28.5,0.190890358599929,9.96997743752383,0.554432768056584,0.89374808,1.35472e-4,ribosomal protein (L7AE family),NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00010897,M28.6,lact-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.41,0,2.68,FALSE,FALSE,FALSE,FALSE,TRUE
WBGene00010898,M28.7,nphp-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010899,M28.8,M28.8,NA,NA,NA,NA,NA,NA,8.78,0,4.68,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE
WBGene00010900,M28.9,M28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010901,M28.10,M28.10,NA,NA,NA,NA,NA,NA,9.73,0,2.33,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
WBGene00010902,M79.2,M79.2,0.283625448732664,4.64326453053097,1.51257218821988,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010904,M88.1,ugt-62,NA,NA,NA,NA,NA,NA,8.74,0,3.57,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
WBGene00010905,M88.2,mrps-34,0.00588738298490766,5.304647087068,3.92903092993306,0.894522402,4.45341e-10,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00010906,M88.3,M88.3,1,1.66291888700516,-2.11544239566814,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010907,M88.4,M88.4,8.50272185786626e-5,1.65972797619953,4.67733600496434,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010908,M88.5,imph-1,0.441840604843366,4.73402084477422,-2.39919782855677,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010909,M88.7,cisd-3.1,1,4.80780081010304,-0.365510141068723,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010910,M106.2,M106.2,0.167299752485982,2.79337284828145,-4.89189904695393,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010911,M106.3,M106.3,0.102029552833579,4.12983775756326,-6.65741731932566,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010912,M106.4,gmps-1,0.45037672752594,3.83206091027134,-2.6993286673113,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010913,M110.3,M110.3,0.065245850002276,8.29528874136971,-2.06013154373774,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010915,M110.7,M110.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010916,M110.8,M110.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010917,M110.9,M110.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010918,M117.1,M117.1,0.633665887829144,2.41059809326916,-4.23334769867076,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010919,M117.3,M117.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010920,M117.4,M117.4,0.116154636061698,3.62975233282526,-5.67181262577342,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010922,M142.5,M142.5,0.139033211991566,3.6531284239634,2.23689819832728,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010923,M142.6,rle-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010924,M153.1,M153.1,1.00844699561178e-4,7.03290592192694,4.35275318319337,0.890280772,9.4518e-7,pyrroline-5-carboxylate reductase,10.15,0,3.76,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE
WBGene00010925,M153.2,M153.2,1.43161075103085e-6,1.80938779037708,5.53459139992479,NA,NA,NA,8.45,0,5.57,8.45,0,2.27,TRUE,FALSE,FALSE,TRUE,TRUE
WBGene00010926,M153.3,M153.3,0.702788327986969,2.29068757898001,-3.99674939186314,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010927,M162.1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010928,M162.2,clec-258,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74,0,3.92,FALSE,FALSE,FALSE,FALSE,TRUE
WBGene00010929,M162.3,srt-45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010931,M162.5,M162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010932,M162.6,,0.319889040510963,5.33470582257878,-7.99387988762375,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010934,M162.8,fbxa-118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010935,M163.1,M163.1,0.185060467386528,2.97389956321183,1.89242055281876,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010936,M163.2,ztf-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010937,M163.5,M163.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010938,M163.6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010939,M163.7,M163.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010940,M163.8,M163.8,0.920890595572705,1.63363158557415,-1.96486749935595,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010941,M176.2,gss-1,0.3298905118708,4.10171549750695,-5.21582127671735,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010942,M176.3,chch-3,NA,NA,NA,0.907365515,9.67923e-8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00010943,M176.4,M176.4,0.936008550944448,2.35578652444117,-2.84588172959036,0.958719453,3.33412e-8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
WBGene00010944,M176.5,M176.5,0.285342318754345,4.4291694845036,-7.0016866859962,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010945,M176.8,chil-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010946,M176.10,M176.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010947,M176.11,M176.11,0.552833027003337,2.8018944457057,-4.90780543486284,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010948,M195.2,M195.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010949,M195.4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010950,M199.1,srt-44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010951,M199.2,M199.2,0.565496451658643,5.80477897223152,-1.15142928363401,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010952,M199.3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010953,M199.4,clec-190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010954,M199.6,clec-189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010955,M199.7,M199.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010956,M199.8,M199.8,0.901393430113168,1.87755147035159,-2.95259218736031,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010957,MTCE.3,,0.00220283701578429,10.3320333451325,1.2059887212363,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010958,MTCE.4,,2.65630498051899e-5,10.1844785179527,2.05108391876278,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010959,MTCE.11,,2.36193294217094e-4,9.52255022003763,1.41623055165067,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010960,MTCE.12,,0.00352292696191395,11.4549024154708,1.30802747737709,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010961,MTCE.16,,0.00140423429162615,9.74291559583069,1.6718106393665,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010962,MTCE.23,,5.59673056002852e-11,11.7724027511774,2.53096581067175,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010963,MTCE.25,,0.00147610279369516,8.39512580692088,1.33903358931842,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010964,MTCE.26,,7.42159875589917e-4,11.8192554489475,1.10408189792211,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010965,MTCE.31,,0.00319669119890485,12.594136451914,1.14562924555528,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010966,MTCE.34,,0.0383465967065918,7.37994443788068,1.02832350780606,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010967,MTCE.35,,0.0347078459685055,9.40056474702472,1.02745658592046,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010968,R01E6.2,R01E6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010969,R01E6.5,R01E6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010970,R01E6.6,glb-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010971,R01E6.7,R01E6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010972,R01H10.4,R01H10.4,0.851521659327116,2.1034382214431,-3.58191139987314,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010973,R01H10.5,rip-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010974,R01H10.6,bbs-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010975,R01H10.7,R01H10.7,0.600506377225143,1.72996899017484,-2.41896484747628,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010976,R02D5.1,R02D5.1,1,5.85019984984476,-0.533118313560021,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010977,R02D5.3,R02D5.3,NA,NA,NA,NA,NA,NA,8.82,0,2.6,8.82,0,2.98,FALSE,FALSE,FALSE,TRUE,TRUE
WBGene00010978,R02D5.4,R02D5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
WBGene00010979,R02D5.6,R02D5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
