geneSym,geneID,refID,chrom,strand,Unsorted (RPM),Sorted (RPM),P-value,Group 1
F45H11.3,172911,F45H11.3,chrI,+,2.92,0.85,2.07E-02,Other
Y45F10A.5,178319,nlp-17,chrIV,-,2.92,0.85,2.07E-02,Other
ZC13.3,180439,ZC13.3,chrX,-,2.92,0.85,2.07E-02,Other
Y73F4A.2,177722,Y73F4A.2,chrIV,-,9.63,5.31,2.08E-02,Other
K07D4.9,259430,K07D4.9,chrII,+,64.29,49.68,2.09E-02,Other
F18A11.1,174947,puf-6,chrII,-,2.16,0.42,2.09E-02,Other
F42A8.1,174481,F42A8.1,chrII,-,2.16,0.42,2.09E-02,Other
T12C9.7,173782,T12C9.7,chrII,-,2.16,0.42,2.09E-02,Other
ZK1321.2,174536,ZK1321.2,chrII,+,2.16,0.42,2.09E-02,Other
F53F8.6,3565258,F53F8.6,chrV,+,7.14,10.40,2.10E-02,Other
ZK84.5,191219,ZK84.5,chrII,-,7.14,10.40,2.10E-02,Other
B0228.4,174250,tag-308,chrII,+,1.19,0.00,2.10E-02,Other
C38C3.7,183302,C38C3.7,chrV,-,1.19,0.00,2.10E-02,Other
C55A6.4,183833,C55A6.4,chrV,-,1.19,0.00,2.10E-02,Other
F10C2.6,3565124,drs-2,chrV,+,1.19,0.00,2.10E-02,Other
F13C5.5,180412,F13C5.5,chrX,-,1.19,0.00,2.10E-02,Other
F19F10.10,179141,F19F10.10,chrV,-,1.19,0.00,2.10E-02,Other
F34D10.5,175485,lin-48,chrIII,+,1.19,0.00,2.10E-02,Other
F55G11.1,186336,F55G11.1,chrIV,-,1.19,0.00,2.10E-02,Other
F58E6.10,192081,unc-42,chrV,-,1.19,0.00,2.10E-02,Other
K04D7.6,3565655,K04D7.6,chrIV,-,1.19,0.00,2.10E-02,Other
M151.3,187480,M151.3,chrII,+,1.19,0.00,2.10E-02,Other
T22F7.4,188758,T22F7.4,chrIII,-,1.19,0.00,2.10E-02,Other
W09D10.3,176495,W09D10.3,chrIII,+,1.19,0.00,2.10E-02,Other
Y80D3A.2,180232,emb-4,chrV,-,1.19,0.00,2.10E-02,Other
C29E4.5,176113,tag-250,chrIII,-,1.30,2.97,2.11E-02,Other
C45E1.4,171885,C45E1.4,chrI,-,1.30,2.97,2.11E-02,Other
F11H8.1,175982,rfl-1,chrIII,+,1.30,2.97,2.11E-02,Other
Y47G6A.9,171916,Y47G6A.9,chrI,+,1.30,2.97,2.11E-02,Other
Y37E3.17,171775,Y37E3.17,chrI,+,6.49,9.55,2.11E-02,Other
F28F8.6,180049,atx-3,chrV,-,8.23,4.25,2.11E-02,Other
K01A2.5,173418,K01A2.5,chrII,+,8.23,4.25,2.11E-02,Other
B0213.17,259618,nlp-34,chrV,-,16.56,20.81,2.12E-02,Other
C17F3.1,172386,C17F3.1,chrI,+,10.50,5.94,2.12E-02,Other
R03E1.3,181525,lgc-25,chrX,-,3.03,0.85,2.12E-02,Other
T08A11.2,175549,T08A11.2,chrIII,-,3.03,0.85,2.12E-02,Other
F58F12.1,174059,F58F12.1,chrII,+,146.43,120.59,2.15E-02,Other
C32B5.11,183114,fbxc-41,chrII,-,2.60,0.64,2.15E-02,Other
F09G2.6,184266,ugt-36,chrV,+,2.60,0.64,2.15E-02,Other
F42A9.9,185657,F42A9.9,chrIV,-,2.60,0.64,2.15E-02,Other
Y38C9A.2,178540,cgp-1,chrV,-,2.60,0.64,2.15E-02,Other
R12A1.2,178631,snt-5,chrV,-,9.42,12.95,2.16E-02,Other
F16D3.2,172621,rsd-6,chrI,-,5.95,8.92,2.18E-02,Other
K02G10.6,180743,hyl-2,chrX,-,5.95,8.92,2.18E-02,Other
R12C12.1,174012,R12C12.1,chrII,+,15.69,19.75,2.18E-02,Other
B0546.1,177106,mai-2,chrIV,+,58.33,63.69,2.18E-02,Other
Y59A8B.22,190399,Y59A8B.22,chrV,-,14.72,18.68,2.19E-02,Other
Y44A6D.5,180361,Y44A6D.5,chrV,-,32.14,22.93,2.19E-02,Other
T23B12.3,179229,T23B12.3,chrV,+,4.98,2.12,2.19E-02,Other
W04A8.4,173253,W04A8.4,chrI,-,4.98,2.12,2.19E-02,Other
R11G11.1,187822,nhr-132,chrV,+,2.38,4.46,2.20E-02,Other
ZK287.3,191281,ZK287.3,chrV,+,2.38,4.46,2.20E-02,Other
T14G11.3,180566,immt-1,chrX,-,4.76,7.43,2.20E-02,Other
Y37D8A.13,176706,unc-71,chrIII,-,4.76,7.43,2.20E-02,Other
K01G5.4,176503,ran-1,chrIII,-,604.00,528.45,2.20E-02,Other
T10E9.7,172363,nuo-2,chrI,-,17.21,11.04,2.20E-02,Other
C27C12.3,181582,C27C12.3,chrX,-,5.09,2.12,2.21E-02,Other
K04H8.3,187016,K04H8.3,chrI,+,5.09,2.12,2.21E-02,Other
R03D7.2,174682,R03D7.2,chrII,-,5.09,2.12,2.21E-02,Other
Y47G6A.22,171925,Y47G6A.22,chrI,-,5.09,2.12,2.21E-02,Other
Y59C2A.3,173578,Y59C2A.3,chrII,-,13.85,17.83,2.22E-02,Other
C46A5.4,177558,peroxidase,chrIV,-,8.77,12.10,2.24E-02,Other
T07C4.9,176446,nex-2,chrIII,-,61.69,47.56,2.24E-02,Other
F56F3.5,175584,rps-1,chrIII,+,13.31,8.07,2.24E-02,Other
C27A7.5,179667,asparaginase,chrV,-,5.63,2.55,2.25E-02,Other
F10E9.5,184305,F10E9.5,chrIII,+,5.63,2.55,2.25E-02,Other
F29G9.6,178990,dhs-17,chrV,-,5.63,2.55,2.25E-02,Other
F55C5.1,179681,F55C5.1,chrV,-,5.63,2.55,2.25E-02,Other
F55H2.6,176341,clu-1,chrIII,-,5.63,2.55,2.25E-02,Other
B0432.6,181988,B0432.6,chrII,-,1.08,2.76,2.26E-02,Other
T05G5.8,176377,T05G5.8,chrIII,-,1.08,2.76,2.26E-02,Other
ZK1240.8,191542,ZK1240.8,chrII,-,1.08,2.76,2.26E-02,Other
ZK1320.1,191563,gstk-1,chrII,+,1.08,2.76,2.26E-02,Other
M79.1,181261,abl-1,chrX,-,15.91,19.96,2.26E-02,Other
F22D6.1,172440,kin-14,chrI,-,70.13,54.78,2.26E-02,Other
R06C7.8,172468,bub-1,chrI,+,57.79,44.37,2.26E-02,Other
F40E10.3,181563,csq-1,chrX,+,36.90,26.96,2.27E-02,Other
C48A7.2,177512,C48A7.2,chrIV,+,6.71,9.77,2.29E-02,Other
M57.2,177113,M57.2,chrIV,+,86.26,68.58,2.29E-02,Other
K07F5.9,177834,ssp-10,chrIV,-,5.74,2.55,2.29E-02,Other
Y42H9B.1,189843,col-115,chrIV,+,5.74,2.55,2.29E-02,Other
T28H11.1,177269,ssq-4,chrIV,+,4.00,1.49,2.29E-02,Other
Y50E8A.10,179977,Y50E8A.10,chrV,+,4.00,1.49,2.29E-02,Other
C06A5.11,182284,sir-2.4,chrI,+,2.06,4.03,2.30E-02,Other
Y104H12BR.1,3564941,plst-1,chrIV,+,2.06,4.03,2.30E-02,Other
C54E4.2,177010,C54E4.2,chrIV,+,4.33,7.01,2.31E-02,Other
F49F1.11,186067,F49F1.11,chrIV,-,8.33,4.46,2.31E-02,Other
B0035.11,178052,B0035.11,chrIV,-,8.44,4.46,2.32E-02,Other
F40F4.3,180616,lbp-1,chrX,+,29.44,34.18,2.34E-02,Other
B0403.3,181980,B0403.3,chrX,-,3.35,5.73,2.35E-02,Other
D2096.5,183966,D2096.5,chrIV,-,3.35,5.73,2.35E-02,Other
Y45F3A.3,176477,acdh-11,chrIII,+,56.06,61.36,2.35E-02,Other
F18H3.1,184659,F18H3.1,chrX,+,1.73,3.61,2.36E-02,Other
F38A6.2,180358,elp-1,chrV,-,424.35,417.83,2.36E-02,Other
C27B7.4,177706,rad-26,chrIV,+,1.41,3.18,2.37E-02,Other
T13C2.4,188472,T13C2.4,chrII,+,1.41,3.18,2.37E-02,Other
F55B12.5,179879,nrf-5,chrV,+,13.53,8.28,2.37E-02,Other
Y57A10A.11,174857,rol-1,chrII,+,71.32,55.84,2.38E-02,Other
R09F10.8,181088,R09F10.8,chrX,-,19.81,13.16,2.38E-02,Other
C10G8.8,178920,C10G8.8,chrV,-,2.49,4.67,2.39E-02,Other
T27E4.1,188995,T27E4.1,chrV,+,2.49,4.67,2.39E-02,Other
C07A9.6,176366,ugt-60,chrIII,-,5.52,8.28,2.39E-02,Other
K09A9.2,181649,rab-14,chrX,-,16.67,10.62,2.41E-02,Other
B0491.6,174735,B0491.6,chrII,-,0.87,2.34,2.42E-02,Other
C34D10.2,181059,C34D10.2,chrX,+,0.87,2.34,2.42E-02,Other
C43C3.2,183408,C43C3.2,chrX,+,0.87,2.34,2.42E-02,Other
F10C5.1,175205,mat-3,chrIII,+,0.87,2.34,2.42E-02,Other
F42G9.5,185679,alh-11,chrIII,-,0.87,2.34,2.42E-02,Other
T17A3.1,175182,ver-1,chrIII,+,0.87,2.34,2.42E-02,Other
T28A11.21,189026,fbxa-64,chrV,-,0.87,2.34,2.42E-02,Other
Y46G5A.7,174904,Y46G5A.7,chrII,-,0.87,2.34,2.42E-02,Other
Y46H3B.2,178656,clec-204,chrV,+,0.87,2.34,2.42E-02,Other
Y54G11A.9,175088,Y54G11A.9,chrII,-,0.87,2.34,2.42E-02,Other
C15C8.3,182635,C15C8.3,chrV,+,0.43,1.70,2.43E-02,Other
C16C4.4,182658,math-14,chrII,+,0.43,1.70,2.43E-02,Other
C30F2.2,183053,C30F2.2,chrX,-,0.43,1.70,2.43E-02,Other
C40H1.4,183367,elo-4,chrIII,-,0.43,1.70,2.43E-02,Other
C45E5.3,183471,C45E5.3,chrIV,+,0.43,1.70,2.43E-02,Other
F08H9.9,184218,clec-55,chrV,+,0.43,1.70,2.43E-02,Other
F40B1.1,185510,bath-13,chrII,-,0.43,1.70,2.43E-02,Other
F43C1.5,185692,F43C1.5,chrIII,+,0.43,1.70,2.43E-02,Other
K03H6.7,4363071,clec-172,chrIV,-,0.43,1.70,2.43E-02,Other
R05H10.2,175145,R05H10.2,chrII,+,0.43,1.70,2.43E-02,Other
R13F6.2,187869,clec-159,chrIII,+,0.43,1.70,2.43E-02,Other
R144.2,246008,R144.2,chrIII,+,0.43,1.70,2.43E-02,Other
Y47D3A.32,3564848,Y47D3A.32,chrIII,+,0.43,1.70,2.43E-02,Other
Y53G8AM.5,190237,Y53G8AM.5,chrIII,-,0.43,1.70,2.43E-02,Other
K02E7.9,173489,btb-10,chrII,-,3.90,6.37,2.43E-02,Other
Y65B4BR.4,171647,wwp-1,chrI,+,3.90,6.37,2.43E-02,Other
DY3.6,183975,mfb-1,chrI,-,21.97,26.33,2.43E-02,Other
R11A8.6,177926,irs-1,chrIV,+,10.06,5.73,2.45E-02,Other
T05H4.7,188151,chitinase,chrV,+,2.92,5.10,2.46E-02,Other
Y41G9A.2,180584,Y41G9A.2,chrX,+,2.92,5.10,2.46E-02,Other
C02B10.5,177280,C02B10.5,chrIV,+,4.44,7.01,2.46E-02,Other
Y18D10A.5,173149,gsk-3,chrI,+,5.63,8.49,2.48E-02,Other
K05C4.5,173339,K05C4.5,chrI,+,18.61,22.72,2.48E-02,Other
AC3.10,3565514,spe-10,chrV,+,4.65,1.91,2.49E-02,Other
F45B8.2,185764,rgs-10,chrX,+,4.65,1.91,2.49E-02,Other
F14B4.2,172751,hexokinase,chrI,-,11.69,15.29,2.51E-02,Other
Y102A5C.2,190829,Y102A5C.2,chrV,+,9.20,12.53,2.53E-02,Other
ZK177.4,3564830,ZK177.4,chrII,+,81.82,64.97,2.53E-02,Other
F35F10.1,185308,F35F10.1,chrV,+,8.66,4.67,2.54E-02,Other
C04F5.8,178898,C04F5.8,chrV,-,3.57,1.27,2.54E-02,Other
T06E4.4,179351,col-147,chrV,-,3.57,1.27,2.54E-02,Other
Y18D10A.21,189477,Y18D10A.21,chrI,+,3.57,1.27,2.54E-02,Other
Y41D4A.6,176982,Y41D4A.6,chrIV,-,3.57,1.27,2.54E-02,Other
R11H6.5,179965,R11H6.5,chrV,-,27.60,32.27,2.55E-02,Other
F33A8.3,174690,cey-1,chrII,-,52.27,39.92,2.55E-02,Other
C50C3.6,176153,prp-8,chrIII,+,66.45,51.80,2.56E-02,Other
K08E3.5,176814,K08E3.5,chrIII,-,22.73,15.50,2.56E-02,Other
CC4.2,173174,nlp-15,chrI,+,20.35,13.59,2.57E-02,Other
T20H4.5,176023,T20H4.5,chrIII,-,20.35,13.59,2.57E-02,Other
R151.7,176019,R151.7,chrIII,-,10.93,14.44,2.58E-02,Other
T04A8.14,175621,emb-5,chrIII,-,26.73,18.68,2.59E-02,Other
F57H12.6,177593,F57H12.6,chrIV,-,5.19,2.34,2.59E-02,Other
ZC328.4,172342,san-1,chrI,+,5.19,2.34,2.59E-02,Other
F37C4.4,177145,F37C4.4,chrIV,+,25.43,17.62,2.60E-02,Other
Y43F8B.1,180279,Y43F8B.1,chrV,-,5.84,2.76,2.60E-02,Other
B0545.3,182028,scl-23,chrIV,-,3.68,1.27,2.60E-02,Other
C28G1.4,181132,C28G1.4,chrX,-,3.68,1.27,2.60E-02,Other
C45G9.13,259506,C45G9.13,chrIII,+,3.68,1.27,2.60E-02,Other
W03C9.7,174836,mex-1,chrII,+,6.60,3.18,2.61E-02,Other
T22H6.6,181419,gei-3,chrX,-,5.74,8.49,2.62E-02,Other
E01A2.5,183978,E01A2.5,chrI,-,18.18,11.89,2.62E-02,Other
F26H9.2,172753,F26H9.2,chrI,-,18.18,11.89,2.62E-02,Other
C29F5.1,174041,C29F5.1,chrII,+,16.99,11.04,2.62E-02,Other
T03G11.6,188034,T03G11.6,chrX,-,12.12,7.22,2.62E-02,Other
T01D3.3,179861,T01D3.3,chrV,+,5.95,2.76,2.63E-02,Other
T26A8.2,188913,T26A8.2,chrIV,+,5.95,2.76,2.63E-02,Other
Y39B6A.2,180263,pph-5,chrV,+,5.95,2.76,2.63E-02,Other
F47G6.2,171714,F47G6.2,chrI,+,2.60,4.67,2.65E-02,Other
K04G7.11,176003,K04G7.11,chrIII,-,2.60,4.67,2.65E-02,Other
M18.2,187460,dlc-2,chrIV,-,2.60,4.67,2.65E-02,Other
Y17G7B.3,174839,Y17G7B.3,chrII,+,2.60,4.67,2.65E-02,Other
Y45F10A.6,178316,tbc-9,chrIV,-,2.60,4.67,2.65E-02,Other
C27H5.1,191741,pdl-1,chrII,+,8.01,4.25,2.67E-02,Other
F09F7.8,184261,nspb-12,chrIII,-,8.01,4.25,2.67E-02,Other
ZK1236.6,176193,pqn-96,chrIII,-,8.01,4.25,2.67E-02,Other
B0222.1,181856,B0222.1,chrV,+,0.65,1.91,2.68E-02,Other
B0393.4,175631,B0393.4,chrIII,-,0.65,1.91,2.68E-02,Other
C16C4.5,182659,math-15,chrII,+,0.65,1.91,2.68E-02,Other
C28A5.2,3565701,C28A5.2,chrIII,-,0.65,1.91,2.68E-02,Other
F27C1.6,172192,F27C1.6,chrI,-,0.65,1.91,2.68E-02,Other
F39E9.12,353391,btb-18,chrII,+,0.65,1.91,2.68E-02,Other
F54F12.1,176727,F54F12.1,chrIII,-,0.65,1.91,2.68E-02,Other
F56D2.4,186377,uev-2,chrIII,+,0.65,1.91,2.68E-02,Other
F58B4.5,179513,F58B4.5,chrV,+,0.65,1.91,2.68E-02,Other
R144.12,259331,R144.12,chrIII,-,0.65,1.91,2.68E-02,Other
T01D1.6,173404,abu-11,chrII,-,0.65,1.91,2.68E-02,Other
T05C3.4,353441,grl-18,chrV,-,0.65,1.91,2.68E-02,Other
W01C8.3,180834,set-19,chrX,-,0.65,1.91,2.68E-02,Other
Y105E8A.22,173314,exc-4,chrI,-,0.65,1.91,2.68E-02,Other
Y37E11B.7,177121,Y37E11B.7,chrIV,-,0.65,1.91,2.68E-02,Other
Y69H2.10,190560,Y69H2.10,chrV,+,0.65,1.91,2.68E-02,Other
Y71G12B.10,171738,Y71G12B.10,chrI,+,0.65,1.91,2.68E-02,Other
ZC190.2,191094,ZC190.2,chrV,+,0.65,1.91,2.68E-02,Other
C10C6.1,178068,kin-4,chrIV,+,29.76,21.23,2.68E-02,Other
F22D3.2,174134,F22D3.2,chrII,+,76.41,60.51,2.69E-02,Other
F53C11.7,179875,swan-2,chrV,-,7.90,11.04,2.70E-02,Other
F22B7.10,191628,dpy-19,chrIII,-,8.66,11.89,2.70E-02,Other
W10D9.5,173436,W10D9.5,chrII,-,8.66,11.89,2.70E-02,Other
T20D3.8,177765,T20D3.8,chrIV,-,24.13,28.45,2.70E-02,Other
ZK1251.1,191549,ZK1251.1,chrIV,-,3.57,5.94,2.72E-02,Other
ZK675.2,174275,rev-1,chrII,+,3.57,5.94,2.72E-02,Other
R06C7.10,172471,let-75,chrI,-,18.40,12.10,2.72E-02,Other
D1022.4,174215,D1022.4,chrII,-,1.19,2.76,2.73E-02,Other
F21C3.2,172472,tyr-3,chrI,-,1.19,2.76,2.73E-02,Other
F40G9.6,185555,F40G9.6,chrIII,+,1.19,2.76,2.73E-02,Other
K05C4.9,187021,K05C4.9,chrI,-,1.19,2.76,2.73E-02,Other
T11B7.2,188408,T11B7.2,chrIV,-,1.19,2.76,2.73E-02,Other
Y6B3B.9,173239,Y6B3B.9,chrI,-,1.19,2.76,2.73E-02,Other
F35E12.6,179866,F35E12.6,chrV,-,6.49,9.34,2.73E-02,Other
R04B3.2,180550,glycosylasparaginase,chrX,-,17.32,11.25,2.74E-02,Other
D2045.1,176465,atx-2,chrIII,+,53.46,58.39,2.76E-02,Other
C16C8.12,182678,C16C8.12,chrII,+,7.36,3.82,2.79E-02,Other
K05B2.3,180765,ifa-4,chrX,-,14.29,8.92,2.80E-02,Other
C34E10.6,175716,atp-2,chrIII,+,177.06,148.20,2.81E-02,Other
C39E9.5,183344,scl-7,chrIV,+,4.22,1.70,2.81E-02,Other
Y52B11A.9,173005,Y52B11A.9,chrI,-,4.22,1.70,2.81E-02,Other
F20A1.7,179088,twk-11,chrV,-,3.14,1.06,2.81E-02,Other
F53F1.2,179821,F53F1.2,chrV,+,3.14,1.06,2.81E-02,Other
T01D3.1,179859,T01D3.1,chrV,+,3.14,1.06,2.81E-02,Other
R144.3,187900,R144.3,chrIII,+,6.60,9.55,2.82E-02,Other
F53F1.4,179822,cuticlin,chrV,+,16.23,20.17,2.82E-02,Other
F49E10.4,186045,F49E10.4,chrX,+,3.25,1.06,2.82E-02,Other
F54H12.5,186269,F54H12.5,chrIII,-,3.25,1.06,2.82E-02,Other
R10E4.6,187771,R10E4.6,chrIII,+,3.25,1.06,2.82E-02,Other
T07G12.12,188247,him-8,chrIV,+,3.25,1.06,2.82E-02,Other
Y71H2AM.7,175388,Y71H2AM.7,chrIII,+,3.25,1.06,2.82E-02,Other
Y105C5B.15,178448,Y105C5B.15,chrIV,+,5.30,8.07,2.83E-02,Other
F52H2.7,180558,F52H2.7,chrX,-,1.52,3.18,2.84E-02,Other
Y69H2.7,180224,Y69H2.7,chrV,+,1.52,3.18,2.84E-02,Other
Y71F9AL.16,171857,arx-1,chrI,-,1.52,3.18,2.84E-02,Other
K07B1.7,179318,K07B1.7,chrV,-,11.36,14.86,2.84E-02,Other
F21H7.3,259671,F21H7.3,chrV,-,73.05,77.92,2.84E-02,Other
K12G11.1,179626,sulp-4,chrV,+,2.27,4.25,2.85E-02,Other
W03D2.7,177164,W03D2.7,chrIV,-,2.27,4.25,2.85E-02,Other
ZK265.7,191278,ZK265.7,chrI,+,2.27,4.25,2.85E-02,Other
F45E4.9,177543,hmg-5,chrIV,-,13.20,16.77,2.85E-02,Other
F17C8.7,175624,F17C8.7,chrIII,+,17.53,11.46,2.85E-02,Other
F25G6.2,182490,F25G6.2,chrV,+,3.14,5.31,2.86E-02,Other
F49H12.6,180519,acl-4,chrX,-,3.14,5.31,2.86E-02,Other
M04B2.2,178075,M04B2.2,chrIV,+,3.14,5.31,2.86E-02,Other
T04B8.2,173455,T04B8.2,chrII,+,3.14,5.31,2.86E-02,Other
Y54G2A.4,177075,Y54G2A.4,chrIV,+,3.14,5.31,2.86E-02,Other
C07G1.8,3896777,glrx-22,chrIV,-,87.55,92.36,2.86E-02,Other
F54D5.9,174766,F54D5.9,chrII,-,6.71,3.40,2.89E-02,Other
T28C6.8,177696,T28C6.8,chrIV,-,2.71,4.88,2.90E-02,Other
Y37A1B.5,178360,Y37A1B.5,chrIV,+,2.71,4.88,2.90E-02,Other
Y37D8A.18,189618,Y37D8A.18,chrIII,+,11.47,14.86,2.93E-02,Other
ZK6.7,178563,lipase,chrV,+,18.72,22.72,2.93E-02,Other
F10C1.2,173976,ifb-1,chrII,+,8.23,4.46,2.93E-02,Other
F15E6.4,177193,F15E6.4,chrIV,+,8.23,4.46,2.93E-02,Other
T27A3.5,188965,T27A3.5,chrI,-,8.23,4.46,2.93E-02,Other
F56E10.4,178538,rps-27,chrV,-,447.29,438.64,2.94E-02,Other
F42G10.2,185682,mkk-4,chrX,+,4.87,2.12,2.95E-02,Other
ZC434.9,172908,carboxypeptidase,chrI,+,4.87,2.12,2.95E-02,Other
C01G10.7,180018,C01G10.7,chrV,+,1.62,0.21,2.95E-02,Other
F13B9.2,181083,F13B9.2,chrX,+,1.62,0.21,2.95E-02,Other
F33D11.10,172258,F33D11.10,chrI,-,1.62,0.21,2.95E-02,Other
F43G6.7,174814,F43G6.7,chrII,+,1.62,0.21,2.95E-02,Other
F48C5.2,259349,F48C5.2,chrX,-,1.62,0.21,2.95E-02,Other
T20D4.6,188642,T20D4.6,chrV,+,1.62,0.21,2.95E-02,Other
T26A5.3,188912,nduf-2.2,chrIII,+,1.62,0.21,2.95E-02,Other
W03G1.1,176880,glt-7,chrIV,+,1.62,0.21,2.95E-02,Other
ZK105.8,3896868,ZK105.8,chrV,+,1.62,0.21,2.95E-02,Other
ZK512.2,176292,ZK512.2,chrIII,-,1.62,0.21,2.95E-02,Other
ZK829.1,191434,dehydrogenase,chrIV,-,1.62,0.21,2.95E-02,Other
F58A4.11,176364,gei-13,chrIII,-,5.41,8.07,2.96E-02,Other
F59F4.3,181670,F59F4.3,chrX,-,12.45,15.92,2.96E-02,Other
Y39E4B.2,176734,Y39E4B.2,chrIII,-,67.53,53.08,2.96E-02,Other
F20D1.6,181595,rbg-1,chrX,+,3.68,5.94,2.97E-02,Other
F44G3.2,180080,F44G3.2,chrV,+,3.68,5.94,2.97E-02,Other
F47A4.5,181196,F47A4.5,chrX,-,16.67,10.83,2.98E-02,Other
F23H12.1,179692,snb-2,chrV,-,7.47,10.40,2.99E-02,Other
B0280.7,175992,B0280.7,chrIII,-,2.81,0.85,3.02E-02,Other
C45G9.2,183479,C45G9.2,chrIII,+,2.81,0.85,3.02E-02,Other
F43E2.3,174205,insc-1,chrII,+,2.81,0.85,3.02E-02,Other
F52E1.5,3565082,F52E1.5,chrV,+,2.81,0.85,3.02E-02,Other
F25B4.1,178960,aminomethytransferase,chrV,+,1.95,3.82,3.04E-02,Other
C54D2.4,183778,sul-3,chrX,-,4.87,7.43,3.05E-02,Other
K04C1.3,181533,K04C1.3,chrX,-,4.87,7.43,3.05E-02,Other
Y47G6A.20,171922,rnp-6,chrI,-,47.94,52.65,3.07E-02,Other
C09D1.1,171990,unc-89,chrI,+,7.58,4.03,3.08E-02,Other
F59E12.12,191611,bli-2,chrII,-,7.58,4.03,3.08E-02,Other
F10G7.3,173809,unc-85,chrII,+,75.43,59.87,3.09E-02,Other
EEED8.9,173918,pink-1,chrII,-,6.17,8.92,3.10E-02,Other
F20D6.4,179195,srp-7,chrV,+,3.79,6.16,3.11E-02,Other
K06A1.3,174065,cutl-16,chrII,+,12.77,7.86,3.11E-02,Other
K11D12.7,178891,K11D12.7,chrV,-,29.76,21.44,3.12E-02,Other
ZC262.8,176176,ZC262.8,chrIII,-,29.76,21.44,3.12E-02,Other
F46C5.2,185844,F46C5.2,chrII,-,13.74,17.41,3.13E-02,Other
M04G12.4,179819,somi-1,chrV,-,2.81,4.88,3.14E-02,Other
ZC443.6,191171,ugt-16,chrV,+,2.81,4.88,3.14E-02,Other
ZK1098.1,176343,ZK1098.1,chrIII,+,2.81,4.88,3.14E-02,Other
F37B4.10,178746,F37B4.10,chrV,-,24.35,16.99,3.16E-02,Other
C07A12.2,180726,C07A12.2,chrX,+,2.38,0.64,3.18E-02,Other
C07A4.3,182352,C07A4.3,chrX,+,2.38,0.64,3.18E-02,Other
C34B4.1,179794,max-1,chrV,-,2.38,0.64,3.18E-02,Other
F26A1.15,3896747,acbp-7,chrIII,+,2.38,0.64,3.18E-02,Other
F59E12.9,173953,F59E12.9,chrII,-,2.38,0.64,3.18E-02,Other
Y73B6BL.21,177401,Y73B6BL.21,chrIV,-,2.38,0.64,3.18E-02,Other
ZK792.5,178103,ZK792.5,chrIV,-,2.38,0.64,3.18E-02,Other
F14H8.1,180003,obr-2,chrV,-,1.62,3.40,3.20E-02,Other
R10E9.1,175514,msi-1,chrIII,-,1.62,3.40,3.20E-02,Other
Y39B6A.46,189730,ztf-20,chrV,-,1.62,3.40,3.20E-02,Other
W02G9.4,178731,W02G9.4,chrV,+,131.39,108.49,3.22E-02,Other
Y25C1A.1,173658,clec-123,chrII,+,3.90,1.49,3.22E-02,Other
ZK563.4,180625,clc-3,chrX,-,3.90,1.49,3.22E-02,Other
C33A12.2,183138,nlp-35,chrIV,-,5.63,8.28,3.23E-02,Other
T08A11.1,175548,T08A11.1,chrIII,-,5.63,8.28,3.23E-02,Other
C16A11.6,173757,fbxc-44,chrII,-,6.93,3.61,3.23E-02,Other
K04C1.5,186980,K04C1.5,chrX,+,6.93,3.61,3.23E-02,Other
F39H11.5,172674,pbs-7,chrI,-,134.74,111.46,3.24E-02,Other
W02D7.6,179212,W02D7.6,chrV,-,11.04,6.58,3.24E-02,Other
F52D10.2,181347,F52D10.2,chrX,-,7.03,3.61,3.24E-02,Other
T19C3.9,175213,ttr-7,chrIII,+,13.96,17.62,3.25E-02,Other
ZK675.1,174274,ptc-1,chrII,+,205.74,207.01,3.25E-02,Other
C05C8.9,179118,C05C8.9,chrV,+,1.95,0.42,3.25E-02,Other
C27D6.11,3564833,C27D6.11,chrII,-,1.95,0.42,3.25E-02,Other
C33D12.1,191621,ceh-31,chrX,-,1.95,0.42,3.25E-02,Other
C34B2.7,172968,sdha-2,chrI,-,1.95,0.42,3.25E-02,Other
C38C3.3,178642,C38C3.3,chrV,+,1.95,0.42,3.25E-02,Other
D1086.4,183932,him-5,chrV,+,1.95,0.42,3.25E-02,Other
EEED8.14,184046,EEED8.14,chrII,-,1.95,0.42,3.25E-02,Other
R03A10.2,187533,flp-32,chrX,+,1.95,0.42,3.25E-02,Other
T20B12.2,176054,tbp-1,chrIII,+,1.95,0.42,3.25E-02,Other
T28F3.9,189057,T28F3.9,chrIV,+,1.95,0.42,3.25E-02,Other
Y106G6H.2,172920,pab-1,chrI,-,1.95,0.42,3.25E-02,Other
Y59A8B.10,180183,Y59A8B.10,chrV,-,86.69,69.64,3.26E-02,Other
C05D10.1,175858,C05D10.1,chrIII,+,2.06,0.42,3.26E-02,Other
C44B11.4,259494,C44B11.4,chrIII,-,2.06,0.42,3.26E-02,Other
F42A9.3,177665,F42A9.3,chrIV,+,2.06,0.42,3.26E-02,Other
K01D12.7,179701,K01D12.7,chrV,-,2.06,0.42,3.26E-02,Other
R07C3.13,187672,R07C3.13,chrII,-,2.06,0.42,3.26E-02,Other
R08A2.2,187692,R08A2.2,chrV,-,2.06,0.42,3.26E-02,Other
T14C1.1,181541,T14C1.1,chrX,+,2.06,0.42,3.26E-02,Other
Y113G7A.15,180316,Y113G7A.15,chrV,-,2.06,0.42,3.26E-02,Other
Y38F1A.7,189673,Y38F1A.7,chrII,-,2.06,0.42,3.26E-02,Other
