comparison	ID	cosmid_id	gene	AveExpr	t	P_Value	adj_P_Val	B	FC
LE-intestine_up_vs_LE-reference	WBGene00015609	C08F1.5	math-4	8.66	4.87	0	0	3.41	2.19
LE-intestine_up_vs_LE-reference	WBGene00009918	F52A8.5	F52A8.5	11.68	4.87	0	0	3.4	2.6
LE-intestine_up_vs_LE-reference	WBGene00017961	F31F4.12	nhr-180	9.09	4.87	0	0	3.4	3.11
LE-intestine_up_vs_LE-reference	WBGene00020449	T12B5.2	fbxa-54	7.99	4.87	0	0	3.4	3.34
LE-intestine_up_vs_LE-reference	WBGene00007533	C12C8.2	C12C8.2	8.48	4.86	0	0	3.36	3.02
LE-intestine_up_vs_LE-reference	WBGene00018984	F56F10.1	F56F10.1	9.75	4.86	0	0	3.36	2.97
LE-intestine_up_vs_LE-reference	WBGene00008979	F20D1.9	F20D1.9	10.87	4.84	0	0	3.31	2.85
LE-intestine_up_vs_LE-reference	WBGene00018424	F44E7.2	F44E7.2	10.14	4.84	0	0	3.29	3.67
LE-intestine_up_vs_LE-reference	WBGene00002255	F40F4.4	lbp-3	12.57	4.84	0	0	3.29	2.77
LE-intestine_up_vs_LE-reference	WBGene00012408	Y7A5A.2	Y7A5A.2	7.98	4.84	0	0	3.29	3.15
LE-intestine_up_vs_LE-reference	WBGene00022413	Y102A11A.3	Y102A11A.3	9.12	4.83	0	0	3.29	2.41
LE-intestine_up_vs_LE-reference	WBGene00011844	T19C9.8	T19C9.8	8.78	4.83	0	0	3.28	3.09
LE-intestine_up_vs_LE-reference	WBGene00003659	T23H4.2	nhr-69	9.64	4.83	0	0	3.27	3.12
LE-intestine_up_vs_LE-reference	WBGene00004198	F32A5.6	prx-13	9.73	4.83	0	0	3.26	3.44
LE-intestine_up_vs_LE-reference	WBGene00022554	ZC204.2	ZC204.2	9.77	4.83	0	0	3.25	2.18
LE-intestine_up_vs_LE-reference	WBGene00013650	Y105C5B.9	Y105C5B.9	9.69	4.82	0	0	3.24	3.85
LE-intestine_up_vs_LE-reference	WBGene00008830	F14H3.11	nhr-176	7.66	4.82	0	0	3.23	2.43
LE-intestine_up_vs_LE-reference	WBGene00016052	C24B9.9	dod-3	8.67	4.82	0	0	3.22	2.97
LE-intestine_up_vs_LE-reference	WBGene00015791	C15C7.5	C15C7.5	11.58	4.82	0	0	3.22	2.17
LE-intestine_up_vs_LE-reference	WBGene00004875	F47G4.7	smd-1	10.49	4.8	0	0	3.18	3.35
LE-intestine_up_vs_LE-reference	WBGene00019813	R01H2.5	ger-1	9.68	4.8	0	0	3.18	2.81
LE-intestine_up_vs_LE-reference	WBGene00016863	C52A10.2	C52A10.2	8.05	4.8	0	0	3.15	2.38
LE-intestine_up_vs_LE-reference	WBGene00000005	T13A10.10	aat-4	7.69	4.79	0	0	3.14	2.7
LE-intestine_up_vs_LE-reference	WBGene00021910	Y55B1BM.1	stim-1	9.93	4.79	0	0	3.13	2.53
LE-intestine_up_vs_LE-reference	WBGene00006416	T13A10.11	tag-32	8.28	4.79	0	0	3.11	2.56
LE-intestine_up_vs_LE-reference	WBGene00004194	C34C6.6	prx-5	8.77	4.77	0	0	3.07	2.79
LE-intestine_up_vs_LE-reference	WBGene00016034	C24A3.4	C24A3.4	8.75	4.76	0	0	3.03	2.22
LE-intestine_up_vs_LE-reference	WBGene00004201	F54F2.8	prx-19	9.8	4.76	0	0	3.02	2.41
LE-intestine_up_vs_LE-reference	WBGene00019661	K11H12.5	K11H12.5	8.48	4.75	0	0	3	3.69
LE-intestine_up_vs_LE-reference	WBGene00003767	B0213.4	nlp-29	10.53	4.75	0	0	2.99	3.39
LE-intestine_up_vs_LE-reference	WBGene00013716	Y106G6H.1	Y106G6H.1	8.32	4.75	0	0	2.99	2.12
LE-intestine_up_vs_LE-reference	WBGene00014666	C05D12.3	C05D12.3	9.39	4.74	0	0	2.96	4.26
LE-intestine_up_vs_LE-reference	WBGene00022179	Y71H2AM.14	Y71H2AM.14	8.11	4.74	0	0	2.95	2.67
LE-intestine_up_vs_LE-reference	WBGene00000111	T08B1.3	alh-5	8.08	4.74	0	0	2.94	2.01
LE-intestine_up_vs_LE-reference	WBGene00010924	M153.1	M153.1	10.15	4.73	0	0	2.92	3.76
LE-intestine_up_vs_LE-reference	WBGene00012149	VF13D12L.3	VF13D12L.3	10.56	4.72	0	0	2.88	2.17
LE-intestine_up_vs_LE-reference	WBGene00010665	K08E3.5	K08E3.5	10.81	4.72	0	0	2.87	2.31
LE-intestine_up_vs_LE-reference	WBGene00008499	F01D5.9	cyp-37A1	9.07	4.71	0	0	2.84	2.22
LE-intestine_up_vs_LE-reference	WBGene00044488	Y54G2A.45	Y54G2A.45	8.92	4.7	0	0	2.81	2.63
LE-intestine_up_vs_LE-reference	WBGene00006489	ZK856.9	tag-143	10.05	4.7	0	0	2.79	2.68
LE-intestine_up_vs_LE-reference	WBGene00021321	Y34B4A.5	Y34B4A.5	8.31	4.69	0	0	2.76	3.1
LE-intestine_up_vs_LE-reference	WBGene00010571	K04G11.3	K04G11.3	7.77	4.68	0	0	2.75	2.12
LE-intestine_up_vs_LE-reference	WBGene00009973	F53C11.3	F53C11.3	10.92	4.67	0	0	2.69	2.27
LE-intestine_up_vs_LE-reference	WBGene00019703	M01D1.8	fbxb-41	7.97	4.66	0	0	2.68	2.83
LE-intestine_up_vs_LE-reference	WBGene00009560	F39D8.2	psa-3	9.44	4.65	0	0	2.61	4.22
LE-intestine_up_vs_LE-reference	WBGene00012538	Y37A1B.5	Y37A1B.5	9.78	4.64	0	0	2.61	3.16
LE-intestine_up_vs_LE-reference	WBGene00002188	ZC416.4	kgb-2	8.66	4.63	0	0	2.57	2.4
LE-intestine_up_vs_LE-reference	WBGene00000073	F57F5.4	add-2	10.02	4.63	0	0	2.57	2.67
LE-intestine_up_vs_LE-reference	WBGene00003995	K08E7.9	pgp-1	8.87	4.63	0	0	2.56	2.09
LE-intestine_up_vs_LE-reference	WBGene00011767	T14D7.1	T14D7.1	10.18	4.62	0	0	2.53	2.03
LE-intestine_up_vs_LE-reference	WBGene00004197	F08B12.2	prx-12	8.06	4.62	0	0	2.52	2.28
LE-intestine_up_vs_LE-reference	WBGene00020366	T08G2.3	T08G2.3	9.72	4.62	0	0	2.52	2.3
LE-intestine_up_vs_LE-reference	WBGene00001025	C55B6.2	dnj-7	10.63	4.61	0	0	2.49	2.34
LE-intestine_up_vs_LE-reference	WBGene00011771	T14G8.3	T14G8.3	10.87	4.6	0	0	2.45	2.39
LE-intestine_up_vs_LE-reference	WBGene00007460	C08F11.13	C08F11.13	9.1	4.59	0	0	2.43	2.29
LE-intestine_up_vs_LE-reference	WBGene00007509	C10C5.5	C10C5.5	7.76	4.59	0	0	2.41	2.9
LE-intestine_up_vs_LE-reference	WBGene00019473	K07C6.5	cyp-35A5	7.8	4.58	0	0	2.37	2.91
LE-intestine_up_vs_LE-reference	WBGene00002248	T22A3.8	lam-3	8.61	4.57	0	0	2.35	2.23
LE-intestine_up_vs_LE-reference	WBGene00003727	C56E10.4	nhr-137	8.81	4.57	0	0	2.35	3.09
LE-intestine_up_vs_LE-reference	WBGene00011074	R07A4.3	R07A4.3	7.7	4.56	0	0	2.32	2.34
LE-intestine_up_vs_LE-reference	WBGene00019673	K12C11.1	K12C11.1	10.34	4.56	0	0	2.31	2.35
LE-intestine_up_vs_LE-reference	WBGene00008506	F01G10.1	F01G10.1	10.62	4.56	0	0	2.31	2.66
LE-intestine_up_vs_LE-reference	WBGene00017335	F10D2.10	F10D2.10	8.56	4.55	0	0	2.27	2.51
LE-intestine_up_vs_LE-reference	WBGene00013643	Y105C5A.24	Y105C5A.24	8.69	4.54	0	0	2.26	2.66
LE-intestine_up_vs_LE-reference	WBGene00022610	ZC416.6	ZC416.6	9.13	4.54	0	0	2.25	2.03
LE-intestine_up_vs_LE-reference	WBGene00007362	C06B3.3	cyp-35C1	8.66	4.54	0	0	2.25	3.38
LE-intestine_up_vs_LE-reference	WBGene00022188	Y71H2AR.1	Y71H2AR.1	11.85	4.53	0	0	2.2	2.22
LE-intestine_up_vs_LE-reference	WBGene00016335	C33C12.3	C33C12.3	8.98	4.53	0	0	2.2	2.68
LE-intestine_up_vs_LE-reference	WBGene00017169	F01F1.15	F01F1.15	9.42	4.52	0	0	2.19	2.38
LE-intestine_up_vs_LE-reference	WBGene00013594	Y87G2A.2	Y87G2A.2	10.2	4.52	0	0	2.18	3.13
LE-intestine_up_vs_LE-reference	WBGene00010870	M05B5.2	M05B5.2	10.7	4.52	0	0	2.18	2.51
LE-intestine_up_vs_LE-reference	WBGene00017582	F18G5.6	F18G5.6	9.62	4.51	0	0	2.15	2.8
LE-intestine_up_vs_LE-reference	WBGene00000461	F17A2.5	ceh-40	8.46	4.51	0	0	2.15	3.13
LE-intestine_up_vs_LE-reference	WBGene00021491	Y40B10A.6	Y40B10A.6	7.94	4.51	0	0	2.14	3.06
LE-intestine_up_vs_LE-reference	WBGene00020587	T19H12.1	ugt-9	7.53	4.51	0	0	2.14	2.49
LE-intestine_up_vs_LE-reference	WBGene00019481	K07C11.9	cogc-6	9.16	4.51	0	0	2.13	2.06
LE-intestine_up_vs_LE-reference	WBGene00014244	ZK1307.1	ZK1307.1	9.69	4.51	0	0	2.13	4.14
LE-intestine_up_vs_LE-reference	WBGene00000966	F55A12.4	dhs-2	8.55	4.5	0	0	2.12	2.25
LE-intestine_up_vs_LE-reference	WBGene00021081	W08A12.4	W08A12.4	8.7	4.5	0	0	2.11	4.13
LE-intestine_up_vs_LE-reference	WBGene00011305	R186.1	R186.1	8.78	4.49	0	0	2.07	2.73
LE-intestine_up_vs_LE-reference	WBGene00011232	R11A5.4	R11A5.4	10.68	4.49	0	0	2.06	2.41
LE-intestine_up_vs_LE-reference	WBGene00007414	C07E3.3	C07E3.3	9.56	4.48	0	0	2.04	2.32
LE-intestine_up_vs_LE-reference	WBGene00017521	F16G10.6	F16G10.6	8.1	4.48	0	0	2.04	2.61
LE-intestine_up_vs_LE-reference	WBGene00019502	K07G6.1	K07G6.1	7.39	4.47	0	0	2.02	2.13
LE-intestine_up_vs_LE-reference	WBGene00016769	C49C8.5	C49C8.5	9.76	4.47	0	0	2.01	2.96
LE-intestine_up_vs_LE-reference	WBGene00016217	C29F9.2	C29F9.2	9.19	4.47	0	0	2	5.01
LE-intestine_up_vs_LE-reference	WBGene00005712	R13F6.3	srv-1	9.2	4.46	0	0	1.99	2.39
LE-intestine_up_vs_LE-reference	WBGene00001644	F22D6.12	gly-19	7.56	4.45	0	0	1.95	2.08
LE-intestine_up_vs_LE-reference	WBGene00000222	F45E6.2	atf-6	10.36	4.45	0	0	1.95	2.12
LE-intestine_up_vs_LE-reference	WBGene00009369	F33H2.6	F33H2.6	9.31	4.45	0	0	1.94	2.43
LE-intestine_up_vs_LE-reference	WBGene00017874	F28A10.6	F28A10.6	9.92	4.45	0	0	1.94	2.3
LE-intestine_up_vs_LE-reference	WBGene00010780	K11H3.3	K11H3.3	10.54	4.45	0	0	1.94	2.52
LE-intestine_up_vs_LE-reference	WBGene00007099	B0024.9	trx-2	10.98	4.45	0	0	1.93	2.35
LE-intestine_up_vs_LE-reference	WBGene00004191	C11H1.4	prx-1	9.26	4.44	0	0	1.92	2.71
LE-intestine_up_vs_LE-reference	WBGene00045053	K12C11.7	K12C11.7	8.05	4.44	0	0	1.9	2.22
LE-intestine_up_vs_LE-reference	WBGene00017498	F15E11.12	F15E11.12	9.36	4.43	0	0	1.88	6.59
LE-intestine_up_vs_LE-reference	WBGene00011932	T22G5.5	sptl-3	9.3	4.43	0	0	1.87	2.2
LE-intestine_up_vs_LE-reference	WBGene00009852	F48F7.7	F48F7.7	8.04	4.43	0	0	1.87	2.44
LE-intestine_up_vs_LE-reference	WBGene00019298	K02D7.1	K02D7.1	10.31	4.42	0	0	1.83	3.17
LE-intestine_up_vs_LE-reference	WBGene00011517	T06C12.10	cgt-1	9.65	4.41	0	0	1.79	2.33
LE-intestine_up_vs_LE-reference	WBGene00007070	AC3.2	ugt-49	8.3	4.4	0	0	1.78	2.14
LE-intestine_up_vs_LE-reference	WBGene00015664	C10A4.3	C10A4.3	9.16	4.4	0	0	1.78	3
LE-intestine_up_vs_LE-reference	WBGene00007185	B0464.3	nlp-36	12.89	4.4	0	0	1.77	2.29
LE-intestine_up_vs_LE-reference	WBGene00007143	B0334.3	B0334.3	10.23	4.4	0	0	1.76	2.26
LE-intestine_up_vs_LE-reference	WBGene00004033	E01H11.1	pkc-2	9.84	4.39	0	0	1.74	2.37
LE-intestine_up_vs_LE-reference	WBGene00008560	F07H5.9	F07H5.9	8.3	4.39	0	0	1.74	2.18
LE-intestine_up_vs_LE-reference	WBGene00008492	F01D5.1	F01D5.1	9.42	4.39	0	0	1.73	2.13
LE-intestine_up_vs_LE-reference	WBGene00011539	T06E6.5	fbxa-135	7.15	4.39	0	0	1.72	2.31
LE-intestine_up_vs_LE-reference	WBGene00019435	K06A9.1	K06A9.1	8.86	4.38	0	0	1.69	2.13
LE-intestine_up_vs_LE-reference	WBGene00020772	T24E12.2	T24E12.2	8.09	4.37	0	0	1.66	3.02
LE-intestine_up_vs_LE-reference	WBGene00014136	ZK896.5	ZK896.5	8.52	4.37	0	0	1.66	2.47
LE-intestine_up_vs_LE-reference	WBGene00012240	W04A8.5	W04A8.5	7.43	4.37	0	0	1.65	2.11
LE-intestine_up_vs_LE-reference	WBGene00007807	C29F3.7	C29F3.7	9.4	4.36	0	0	1.64	2.91
LE-intestine_up_vs_LE-reference	WBGene00020509	T14F9.3	hex-1	9.48	4.36	0	0	1.64	2.29
LE-intestine_up_vs_LE-reference	WBGene00004061	T02D1.5	pmp-4	8.48	4.36	0	0	1.63	2.11
LE-intestine_up_vs_LE-reference	WBGene00017340	F10D7.3	F10D7.3	8.07	4.36	0	0	1.62	2.3
LE-intestine_up_vs_LE-reference	WBGene00020909	W01A11.1	W01A11.1	9.11	4.34	0	0	1.57	2.51
LE-intestine_up_vs_LE-reference	WBGene00004062	T10H9.5	pmp-5	8.24	4.34	0	0	1.56	2.41
LE-intestine_up_vs_LE-reference	WBGene00044910	Y49E10.28	Y49E10.28	8.65	4.32	0	0	1.5	2.1
LE-intestine_up_vs_LE-reference	WBGene00017374	F10G7.11	ttr-41	10.94	4.32	0	0	1.5	4.34
LE-intestine_up_vs_LE-reference	WBGene00016088	C25B8.4	clec-266	9.75	4.32	0	0	1.49	2.89
LE-intestine_up_vs_LE-reference	WBGene00012810	Y43F8A.3	Y43F8A.3	8.42	4.31	0	0	1.47	2.31
LE-intestine_up_vs_LE-reference	WBGene00017322	F09G8.8	clec-160	8.49	4.31	0	0	1.45	2.31
LE-intestine_up_vs_LE-reference	WBGene00001035	T03F6.2	dnj-17	9.92	4.3	0	0	1.44	2.05
LE-intestine_up_vs_LE-reference	WBGene00022338	Y82E9BR.5	Y82E9BR.5	9.74	4.28	0	0	1.35	3.12
LE-intestine_up_vs_LE-reference	WBGene00009433	F35E12.9	F35E12.9	9.44	4.26	0	0	1.29	2.75
LE-intestine_up_vs_LE-reference	WBGene00016457	C35E7.5	C35E7.5	9.32	4.26	0	0	1.28	2.62
LE-intestine_up_vs_LE-reference	WBGene00007303	C04F12.9	rnh-1.3	8.03	4.26	0	0	1.28	2.32
LE-intestine_up_vs_LE-reference	WBGene00007392	C06H5.1	fbxa-156	8.47	4.25	0	0	1.25	2.86
LE-intestine_up_vs_LE-reference	WBGene00015702	C11D2.4	C11D2.4	9.48	4.25	0	0	1.25	2.54
LE-intestine_up_vs_LE-reference	WBGene00004199	R07H5.1	prx-14	9.95	4.25	0	0	1.24	2.4
LE-intestine_up_vs_LE-reference	WBGene00013257	Y57A10A.14	Y57A10A.14	7.85	4.24	0	0	1.22	2.22
LE-intestine_up_vs_LE-reference	WBGene00000266	C53B4.7	bre-1	10.22	4.22	0	0	1.16	2.02
LE-intestine_up_vs_LE-reference	WBGene00007424	C08B6.3	C08B6.3	8.25	4.22	0	0	1.15	2.03
LE-intestine_up_vs_LE-reference	WBGene00011739	T12G3.4	T12G3.4	9.33	4.2	0	0	1.1	2.67
LE-intestine_up_vs_LE-reference	WBGene00007394	C06H5.6	C06H5.6	8.25	4.2	0	0	1.09	2
LE-intestine_up_vs_LE-reference	WBGene00017283	F09E5.3	F09E5.3	10.01	4.19	0	0	1.07	2.27
LE-intestine_up_vs_LE-reference	WBGene00001790	D1053.1	gst-42	8.92	4.19	0	0	1.06	2.6
LE-intestine_up_vs_LE-reference	WBGene00000139	F25C8.2	amx-3	7.52	4.19	0	0	1.05	2.13
LE-intestine_up_vs_LE-reference	WBGene00011519	T06C12.12	T06C12.12	7.19	4.18	0	0	1.04	2.03
LE-intestine_up_vs_LE-reference	WBGene00004178	D2030.6	prg-1	9.59	4.17	0	0	0.99	2.49
LE-intestine_up_vs_LE-reference	WBGene00010545	K03H1.10	K03H1.10	8.78	4.17	0	0	0.98	2.55
LE-intestine_up_vs_LE-reference	WBGene00006499	F44A2.1	tag-153	9.24	4.16	0	0	0.96	2.02
LE-intestine_up_vs_LE-reference	WBGene00004820	Y47D7A.8	skr-14	8.84	4.16	0	0	0.95	2.72
LE-intestine_up_vs_LE-reference	WBGene00011106	R07E3.5	acl-5	9.9	4.16	0	0	0.95	2.79
LE-intestine_up_vs_LE-reference	WBGene00003846	C34H3.2	odd-2	9.04	4.15	0	0	0.94	2.56
LE-intestine_up_vs_LE-reference	WBGene00016020	C23H3.4	sptl-1	9.62	4.15	0	0	0.94	2.26
LE-intestine_up_vs_LE-reference	WBGene00002632	F26D11.11	let-413	10.45	4.15	0	0	0.94	2.05
LE-intestine_up_vs_LE-reference	WBGene00015344	C02E11.1	C02E11.1	10.52	4.15	0	0	0.93	2.08
LE-intestine_up_vs_LE-reference	WBGene00001784	R07B1.4	gst-36	10.53	4.15	0	0	0.92	3.15
LE-intestine_up_vs_LE-reference	WBGene00000835	ZK652.11	cuc-1	11.51	4.15	0	0	0.92	2.06
LE-intestine_up_vs_LE-reference	WBGene00010256	F58E6.7	F58E6.7	8.77	4.15	0	0	0.92	3.33
LE-intestine_up_vs_LE-reference	WBGene00007586	C14C10.3	ril-2	10.36	4.13	0	0	0.87	2.02
LE-intestine_up_vs_LE-reference	WBGene00009456	F36A2.9	F36A2.9	9.72	4.13	0	0	0.87	2.14
LE-intestine_up_vs_LE-reference	WBGene00013983	ZK512.2	ZK512.2	9.68	4.13	0	0	0.86	2.18
LE-intestine_up_vs_LE-reference	WBGene00016450	C35D10.14	clec-5	8.26	4.12	0	0	0.84	2.02
LE-intestine_up_vs_LE-reference	WBGene00016068	C24H10.2	C24H10.2	9.95	4.11	0	0	0.81	2.14
LE-intestine_up_vs_LE-reference	WBGene00013037	Y49E10.18	Y49E10.18	8.94	4.11	0	0	0.8	2.55
LE-intestine_up_vs_LE-reference	WBGene00021768	Y51F10.7	Y51F10.7	10.42	4.1	0	0	0.77	2.52
LE-intestine_up_vs_LE-reference	WBGene00001153	R06F6.9	ech-4	10.92	4.1	0	0	0.76	2.61
LE-intestine_up_vs_LE-reference	WBGene00015471	C05D9.2	lmp-2	8.87	4.1	0	0	0.75	2.73
LE-intestine_up_vs_LE-reference	WBGene00007680	C18D11.2	maa-1	9.65	4.08	0	0	0.7	2.82
LE-intestine_up_vs_LE-reference	WBGene00011825	T18D3.8	T18D3.8	10.29	4.06	0	0	0.63	2.97
LE-intestine_up_vs_LE-reference	WBGene00019887	R05D8.11	R05D8.11	8.3	4.06	0	0	0.63	2.41
LE-intestine_up_vs_LE-reference	WBGene00006902	F44F1.7	vet-6	8.04	4.06	0	0	0.62	2.16
LE-intestine_up_vs_LE-reference	WBGene00014135	ZK896.4	ZK896.4	8.16	4.06	0	0	0.62	2
LE-intestine_up_vs_LE-reference	WBGene00009505	F37B12.3	F37B12.3	11.19	4.05	0	0	0.6	2.58
LE-intestine_up_vs_LE-reference	WBGene00009089	F23D12.5	F23D12.5	7.94	4.05	0	0	0.59	2.03
LE-intestine_up_vs_LE-reference	WBGene00003699	T12C9.5	nhr-109	8.84	4.04	0	0	0.58	3.08
LE-intestine_up_vs_LE-reference	WBGene00016555	C40D2.2	math-20	7.62	4.04	0	0	0.56	2.41
LE-intestine_up_vs_LE-reference	WBGene00013906	ZC455.6	ugt-5	7.63	4.03	0	0	0.53	2.25
LE-intestine_up_vs_LE-reference	WBGene00044414	C06A5.12	C06A5.12	9.32	4.01	0	0	0.47	5.66
LE-intestine_up_vs_LE-reference	WBGene00018645	F49F1.5	F49F1.5	9.81	4.01	0	0	0.46	2.97
LE-intestine_up_vs_LE-reference	WBGene00006626	F10G7.2	tsn-1	10.41	3.99	0	0	0.42	2.06
LE-intestine_up_vs_LE-reference	WBGene00003976	T28H11.4	pes-1	8.3	3.99	0	0	0.41	2.08
LE-intestine_up_vs_LE-reference	WBGene00016294	C31H2.4	C31H2.4	8.79	3.99	0	0	0.4	2.52
LE-intestine_up_vs_LE-reference	WBGene00021719	Y49F6B.7	fbxb-104	7.5	3.97	0	0	0.36	2.14
LE-intestine_up_vs_LE-reference	WBGene00004195	F39G3.7	prx-6	8.41	3.97	0	0	0.35	2.15
LE-intestine_up_vs_LE-reference	WBGene00016073	C24H12.4	C24H12.4	10.07	3.97	0	0	0.35	2.01
LE-intestine_up_vs_LE-reference	WBGene00012834	Y43F8C.13	Y43F8C.13	9.06	3.97	0	0	0.33	2.74
LE-intestine_up_vs_LE-reference	WBGene00019678	K12H4.3	K12H4.3	10.39	3.96	0	0	0.3	2.01
LE-intestine_up_vs_LE-reference	WBGene00015381	C03B1.13	C03B1.13	8.5	3.96	0	0	0.3	2.44
LE-intestine_up_vs_LE-reference	WBGene00002007	C15H9.6	hsp-3	11.59	3.95	0	0	0.29	2.01
LE-intestine_up_vs_LE-reference	WBGene00004169	Y73B6BR.1	pqn-89	8.82	3.95	0	0	0.28	2.14
LE-intestine_up_vs_LE-reference	WBGene00016970	C56E6.2	C56E6.2	10.49	3.95	0	0	0.28	2.38
LE-intestine_up_vs_LE-reference	WBGene00018646	F49F1.6	F49F1.6	8.54	3.95	0	0	0.28	2.61
LE-intestine_up_vs_LE-reference	WBGene00007558	C14A4.7	C14A4.7	7.66	3.95	0	0	0.27	2.11
LE-intestine_up_vs_LE-reference	WBGene00020998	W03F8.10	W03F8.10	10.85	3.95	0	0	0.27	2.43
LE-intestine_up_vs_LE-reference	WBGene00000136	C05E11.5	amt-4	9.2	3.94	0	0	0.26	2.03
LE-intestine_up_vs_LE-reference	WBGene00016913	C54D1.5	lam-2	10.12	3.94	0	0	0.25	2.21
LE-intestine_up_vs_LE-reference	WBGene00044207	Y6G8.5	Y6G8.5	7.5	3.94	0	0	0.24	5.57
LE-intestine_up_vs_LE-reference	WBGene00017971	F32A5.8	F32A5.8	8.47	3.94	0	0	0.24	2.48
LE-intestine_up_vs_LE-reference	WBGene00003771	T19C4.7	nlp-33	12.22	3.94	0	0	0.23	2.19
LE-intestine_up_vs_LE-reference	WBGene00021726	Y49F6C.4	bath-10	8.11	3.94	0	0	0.23	2.06
LE-intestine_up_vs_LE-reference	WBGene00016191	C28G1.6	C28G1.6	8.5	3.93	0	0	0.23	2.48
LE-intestine_up_vs_LE-reference	WBGene00010189	F57B1.6	F57B1.6	8.74	3.93	0	0	0.22	2.93
LE-intestine_up_vs_LE-reference	WBGene00018516	F46G11.3	tag-257	9.89	3.93	0	0	0.22	2.15
LE-intestine_up_vs_LE-reference	WBGene00009899	F49E12.6	F49E12.6	9.73	3.93	0	0	0.21	2.28
LE-intestine_up_vs_LE-reference	WBGene00017163	F01F1.9	F01F1.9	10.76	3.93	0	0	0.2	2.17
LE-intestine_up_vs_LE-reference	WBGene00009212	F28D1.2	F28D1.2	9.35	3.92	0	0	0.19	2.48
LE-intestine_up_vs_LE-reference	WBGene00004192	ZK809.7	prx-2	8.47	3.92	0	0	0.18	3.21
LE-intestine_up_vs_LE-reference	WBGene00003059	C48E7.3	lpd-2	11.32	3.92	0	0	0.18	2.21
LE-intestine_up_vs_LE-reference	WBGene00003596	T19A6.2	ngp-1	10.46	3.92	0	0	0.17	2.2
LE-intestine_up_vs_LE-reference	WBGene00021340	Y34F4.5	Y34F4.5	9.42	3.92	0	0	0.17	2.03
LE-intestine_up_vs_LE-reference	WBGene00021870	Y54G2A.4	Y54G2A.4	9.22	3.91	0	0	0.14	2.01
LE-intestine_up_vs_LE-reference	WBGene00014669	C06G8.3	C06G8.3	8.45	3.9	0	0	0.12	2.06
LE-intestine_up_vs_LE-reference	WBGene00000098	K07C11.2	air-1	9.8	3.9	0	0	0.12	2.57
LE-intestine_up_vs_LE-reference	WBGene00009798	F46G10.4	F46G10.4	8.68	3.9	0	0	0.1	2.48
LE-intestine_up_vs_LE-reference	WBGene00019276	H43I07.3	H43I07.3	9.67	3.89	0	0	0.09	2.1
LE-intestine_up_vs_LE-reference	WBGene00015914	C17F4.8	C17F4.8	8.09	3.89	0	0	0.08	2.37
LE-intestine_up_vs_LE-reference	WBGene00008301	C54D10.7	dct-3	8.27	3.89	0	0	0.08	2.19
LE-intestine_up_vs_LE-reference	WBGene00013176	Y53F4B.39	Y53F4B.39	10.06	3.89	0	0	0.08	2.34
LE-intestine_up_vs_LE-reference	WBGene00002272	C16H3.2	lec-9	11.48	3.88	0	0	0.07	3.24
LE-intestine_up_vs_LE-reference	WBGene00001104	W09G12.1	dsl-2	8.57	3.88	0	0	0.05	3.16
LE-intestine_up_vs_LE-reference	WBGene00007129	B0272.3	B0272.3	11.07	3.88	0	0	0.05	2.29
LE-intestine_up_vs_LE-reference	WBGene00022515	ZC64.2	ttr-48	10.95	3.88	0	0	0.05	3.3
LE-intestine_up_vs_LE-reference	WBGene00000040	ZK455.1	aco-1	10.65	3.87	0	0	0.02	2.3
LE-intestine_up_vs_LE-reference	WBGene00021531	Y42G9A.1	Y42G9A.1	8.47	3.87	0	0	0.02	2.55
LE-intestine_up_vs_LE-reference	WBGene00020448	T12B5.1	fbxa-51	7.74	3.87	0	0	0.01	2.27
LE-intestine_up_vs_LE-reference	WBGene00019730	M02D8.4	M02D8.4	10.15	3.85	0	0	-0.04	3.37
LE-intestine_up_vs_LE-reference	WBGene00000515	T27A10.3	ckc-1	8.55	3.85	0	0	-0.05	2.01
LE-intestine_up_vs_LE-reference	WBGene00015064	B0228.7	B0228.7	11.44	3.84	0	0	-0.06	2.45
LE-intestine_up_vs_LE-reference	WBGene00044692	F12E12.8	fbxb-91	7.03	3.84	0	0	-0.06	2.16
LE-intestine_up_vs_LE-reference	WBGene00000858	W01B6.1	cwn-2	9.9	3.84	0	0	-0.06	2.33
LE-intestine_up_vs_LE-reference	WBGene00009048	F22B8.6	F22B8.6	8.8	3.84	0	0	-0.08	2.14
LE-intestine_up_vs_LE-reference	WBGene00004180	F58A4.4	pri-1	9.06	3.83	0	0	-0.09	2.59
LE-intestine_up_vs_LE-reference	WBGene00012866	Y45F10A.3	Y45F10A.3	9.24	3.83	0	0	-0.09	2.31
LE-intestine_up_vs_LE-reference	WBGene00014165	ZK945.3	puf-12	11.49	3.83	0	0	-0.09	2.34
LE-intestine_up_vs_LE-reference	WBGene00020007	R11F4.1	R11F4.1	9.89	3.83	0	0	-0.12	2.35
LE-intestine_up_vs_LE-reference	WBGene00018269	F41C3.3	acs-11	9.05	3.82	0	0	-0.14	2
LE-intestine_up_vs_LE-reference	WBGene00016608	C43E11.11	C43E11.11	9.75	3.82	0	0	-0.14	2.02
LE-intestine_up_vs_LE-reference	WBGene00015196	B0454.5	B0454.5	9.78	3.82	0	0	-0.14	2.46
LE-intestine_up_vs_LE-reference	WBGene00004024	Y75B8A.1	php-3	9	3.8	0	0	-0.18	2.09
